Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 1.555,0.19669,0.97955,1.18895
0.32 < CountClassCoupled <= 2.2 & 0.896 < CountOutput_Min <= 1.07,0.1046,0.97436,1.18266
0.855 < RatioCommentToCode <= 1.555,0.19177,0.96037,1.16568
0.5 < RatioCommentToCode <= 0.855,0.19088,0.96019,1.16546
MaxNesting_Mean <= 0.03,0.2405,0.95539,1.15964
1.07 < MINOR_LINE <= 1.78,0.14305,0.93438,1.13413
1.26 < CountInput_Mean <= 2.28,0.20384,0.92982,1.1286
-0.16 < MAJOR_LINE <= 0.175 & 0.949 < CountPath_Min <= 1.022,0.29996,0.92101,1.11791
0.03 < MaxNesting_Mean <= 0.335,0.15467,0.91908,1.11556
-0.36 < CountDeclMethodPrivate <= 0.16,0.47474,0.91808,1.11435
