Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 2.385,0.19741,0.98786,1.19725
24.8 < CountLineComment <= 44.8 & -0.34 < CountDeclMethodPrivate <= 0.11,0.17729,0.97027,1.17593
-0.01 < MaxNesting_Mean <= 0.345 & -0.26 < AvgLineBlank <= 0.045,0.23766,0.96774,1.17287
0.905 < CountInput_Min <= 1.635 & -0.26 < AvgLineBlank <= 0.045,0.13896,0.96552,1.17017
0.98 < RatioCommentToCode <= 2.385,0.19981,0.96403,1.16837
-0.195 < MAJOR_LINE <= 0.185 & -0.34 < CountDeclMethodPrivate <= 0.11,0.23431,0.96319,1.16735
0.535 < RatioCommentToCode <= 0.98,0.18975,0.9596,1.16299
-0.34 < CountDeclMethodPrivate <= 0.11 & -0.26 < AvgLineBlank <= 0.045,0.37566,0.9426,1.1424
-0.01 < MaxNesting_Mean <= 0.345,0.28366,0.93412,1.13212
-0.26 < AvgLineBlank <= 0.045 & -0.59 < CountDeclClassMethod <= 0.03,0.37662,0.93003,1.12716
