,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
7,1,0,1,0,7,2,133,2,5,1,0.78,0,100,3,0,11,2,2.0,0,0,0,6,0.6038461538461541,0,2,2
185,1,0,1,1,6,2,114,1,5,0,0.73,1,96,3,9,11,1,2.1,1,0,0,6,0.3,0,3,5
187,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,
264,0,3,1,0,5,1,322,1,0,3,1.0,0,91,2,1,7,1,5.300000000000001,1,1,0,6,0.222222222222222,0,3,4
279,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,
365,0,0,1,0,7,2,187,7,5,8,1.09,1,100,5,31,5,2,3.09090909090909,0,0,0,6,0.285714285714286,0,4,5
371,3,0,1,0,6,1,187,2,4,3,1.69,0,84,6,1,6,1,2.38888888888889,0,1,0,6,0.4,0,4,2
396,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,
468,0,0,1,0,3,1,71,1,1,1,2.73,0,87,5,1,1,1,5.0,0,2,0,6,0.4038461538461541,0,2,2
474,0,0,1,0,7,2,33,1,0,0,1.43,2,100,1,0,7,2,3.0,3,5,0,6,0.32,0,1,1
493,12,5,2,0,6,3,322,7,6,4,0.48,1,92,2,3,11,2,5.300000000000001,0,1,0,6,0.227272727272727,0,4,5
515,,,,,,,,,,,,,,,,,,,,,,,,,,
516,2,1,1,1,4,1,71,3,2,3,0.84,0,91,1,2,7,2,2.73076923076923,0,0,0,6,0.333333333333333,0,3,2
534,2,0,1,0,5,2,322,6,0,10,0.67,0,93,1,0,11,2,2.4,0,1,0,6,0.35384615384615403,0,4,4
538,3,0,1,0,4,2,187,4,1,13,0.68,0,87,1,1,11,2,5.300000000000001,0,1,0,6,0.153846153846154,0,4,4
549,,,,,,,,,,,,,,,,,,,,,,,,,,
563,0,0,1,0,9,2,113,3,1,0,0.81,1,91,2,0,11,2,3.44444444444444,4,1,0,6,0.461538461538462,0,4,5
569,3,1,3,0,11,6,187,1,2,4,0.41,3,79,1,2,28,2,5.300000000000001,2,1,0,6,0.263157894736842,0,3,3
578,0,0,1,0,5,1,187,1,0,10,0.99,0,91,1,0,1,2,4.85185185185185,1,1,0,6,0.333333333333333,0,2,4
584,0,0,2,0,5,3,49,1,0,2,0.48,1,30,2,1,7,1,4.6,3,2,0,6,0.35384615384615403,0,3,2
588,0,0,1,0,6,4,80,1,1,1,0.83,1,0,3,0,4,1,5.300000000000001,3,3,0,4,0.2,0,2,1
610,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,,,,,,,,,,,,,
742,9,6,1,9,3,2,187,11,0,10,0.36,0,82,2,7,11,2,3.28169014084507,0,0,0,6,0.266666666666667,0,2,6
802,,,,,,,,,,,,,,,,,,,,,,,,,,
809,9,0,1,0,7,2,322,9,2,1,0.79,0,100,3,1,28,2,3.82539682539683,0,0,0,6,0.238095238095238,2,2,5
1020,0,0,1,0,4,1,27,1,0,0,0.38,3,0,3,0,11,1,1.2000000000000002,1,2,0,6,0.333333333333333,0,3,0
1168,1,0,1,0,4,1,71,2,1,1,0.43,1,86,5,0,7,1,1.46666666666667,1,1,0,6,0.4038461538461541,0,1,2
1234,0,0,1,0,0,1,30,2,0,1,0.78,1,100,5,0,5,2,0.5,0,0,1,1,0.5,0,2,0
1236,2,1,1,0,3,1,105,7,2,2,0.42,2,100,2,0,28,2,1.61538461538462,0,0,0,6,0.4038461538461541,0,5,2
