project,test_idx,candidate_id,min,max,mean,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,OWN_LINE
activemq@0,39,0,1.759312769400518,2.7593127694005175,2.4259794360671845,0.2318573519296478,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,1.5521298050880432,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,
activemq@0,56,0,0.009730358914980156,0.7478453986607775,0.034804235147254635,0.0,4.0,1.0,1.0,0.0,9.0,2.0,5.0,20.0,21.0,77.0,1.44,0.0,94.0,1.0,1.0,50.0,6.0,4.16831683168317,0.0,0.0,0.0,1.3211018441943452,1.0,0.0,2.0,2.0,
activemq@0,65,0,0.12357480821810896,0.876425191781891,0.28258611729552285,0.0,0.0,1.0,2.0,0.0,2.0114015342551284,2.0,1.0,7.0,6.0,16.0,0.13,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,9.0,0.888888888888889,0.0,3.0,1.0,
activemq@0,148,0,0.07236048081540514,0.927639519184595,0.642546506394865,0.2318573519296478,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,21.0,0.11,0.0,85.0,1.0,2.0,13.0,0.2121561392850708,2.95652173913043,0.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0,
activemq@0,154,0,0.13803245127201078,0.6119675487279891,0.31462751328945154,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.22,0.0,87.0,2.0,0.0,13.0,1.5521298050880432,3.22222222222222,0.0,1.0,0.0,6.0,0.666666666666667,0.0,2.0,0.0,
activemq@0,218,0,0.2660626318446782,0.8397445053967155,0.3717529558097042,0.0,1.0,2.0,1.0,0.0,2.826574683189392,3.0,4.0,8.0,12.0,30.0,0.24,0.0,89.0,2.0,2.0,25.0,2.0,3.53846153846154,0.0,0.0,0.0,1.32110184407793,0.764705882352941,0.0,3.0,1.0,
activemq@0,225,0,0.2916720630686499,0.5758697503891934,0.40912664146058386,0.0,0.0,1.0,2.0,0.0,4.456920862896368,2.0,1.0,7.0,19.0,66.0,0.06,0.0,92.0,1.0,1.0,43.0,2.0,3.84931506849315,0.0,0.0,0.0,10.0,0.8,0.0,3.054773688316345,1.0,
activemq@0,230,0,0.7901918636960439,1.6482971337997585,1.057734820711098,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,11.0,37.0,0.18,1.0,88.0,2.0,1.0,45.0,2.0,3.02380952380952,0.0,0.0,0.0,1.3211018442671048,0.777777777777778,0.0,3.0,0.2725119739770889,
activemq@0,287,0,0.01550833315471461,1.0155083331547146,0.0677818459540251,1.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,9.0,1.4236990811023855,0.0,76.0,4.0,0.0,7.0,2.0,3.1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,
activemq@0,359,0,0.031956343010404016,1.0319563430104042,0.0842298558097145,2.0,0.0,2.0,1.0,18.0,1.0,2.0,7.0,7.0,1.0,29.0,1.1191347241999463,0.0,100.0,2.0,5.0,6.0,2.0,2.42105263157895,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,
