project,test_idx,candidate_id,min,max,mean,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
activemq@0,40,0,0.05253256137623823,0.5496184282431374,0.18347692841968397,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,5.0,0.6,0.0,41.0,1.0,0.0,3.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
activemq@0,41,0,0.04352290680684228,0.5880645116804017,0.22918811433970812,1.0,0.0,1.0,6.0,1.0,2.0,1.0,1.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,6.0,7.01204819277108,0.0,1.0,0.0,3.0,1.1,0.0,3.0,2.0
activemq@0,46,0,0.1566832248273802,0.6459056587088066,0.404638513834177,5.0,2.0,1.0,1.0,0.0,4.0,3.0,5.0,10.0,21.0,35.0,0.41,0.0,89.0,1.0,3.0,27.0,1.0,4.82692307692308,0.0,1.0,0.0,5.0,1.0,0.0,3.0,2.0
activemq@0,56,0,134.50278807519246,135.50276749941358,135.00185185820217,0.0,4.0,1.0,1.0,0.0,9.0,2.0,5.0,20.0,21.0,77.0,0.29,1.0,94.0,1.0,1.0,50.0,6.0,4.16831683168317,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0
activemq@0,65,0,0.06105836966720012,0.824148675827876,0.2284157840353934,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,16.0,0.4,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,9.0,1.0,0.0,3.0,1.0
activemq@0,104,0,0.0858314427698272,0.7366555819251834,0.29610301569746705,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,2.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,2.6,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,147,0,0.045708884988320084,0.7594963541030872,0.16181592633800168,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,9.0,0.33,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,0.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0
activemq@0,148,0,0.19583410541980276,0.5102148229110877,0.3388248796069962,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,21.0,0.34,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0
activemq@0,154,0,0.01131608192014602,0.656466741775726,0.14125469613215796,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.23,0.0,87.0,2.0,0.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,6.0,1.1,0.0,2.0,0.0
activemq@0,218,0,0.1132905246119185,0.6621920067526424,0.3894987557937732,0.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,8.0,12.0,11.0,0.24,0.0,89.0,2.0,2.0,25.0,2.0,3.53846153846154,0.0,0.0,0.0,17.0,1.0,0.0,3.0,1.0
activemq@0,219,0,0.5420111410067929,1.0274940767242888,0.773058513378131,7.0,4.0,1.0,2.0,0.0,1.0,2.0,12.0,1.0,22.0,58.0,0.17,0.0,74.0,2.0,1.0,50.0,2.0,3.94736842105263,0.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0
activemq@0,225,0,0.0389257837113512,0.7587735006030537,0.17262260878447516,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,66.0,0.23,0.0,92.0,1.0,1.0,43.0,2.0,3.84931506849315,0.0,0.0,0.0,10.0,1.0,0.0,3.0,1.0
activemq@0,230,0,0.04838296380274688,0.6405940562252657,0.3454375358017431,0.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,11.0,37.0,0.18,1.0,88.0,2.0,1.0,45.0,2.0,3.02380952380952,0.0,0.0,0.0,18.0,1.0,0.0,3.0,2.0
activemq@0,246,0,0.473426213420195,0.8244506138707401,0.6866884489811393,5.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,13.0,38.0,76.0,0.15,0.0,95.0,1.0,1.0,70.0,4.0,3.09574468085106,0.0,1.0,0.0,17.0,1.0,0.0,3.0,0.0
