project,test_idx,candidate_id,min,max,mean,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
activemq@0,39,0,0.2433203000821485,0.6862351086929769,0.42419858430081275,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.26,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,4.0,1.1,0.0,3.0,0.0
activemq@0,41,0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,1.0,18.0,6.0,7.01204819277108,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0
activemq@0,46,0,0.10935051600986789,0.37748416983116784,0.18891744397096835,5.0,2.0,1.0,1.0,0.0,4.0,3.0,5.0,10.0,21.0,20.0,0.32,0.0,84.0,1.0,3.0,27.0,4.0,4.82692307692308,0.0,1.0,0.0,3.0,0.8,0.0,3.0,2.0
activemq@0,65,0,0.07781073710742079,0.7552530178773277,0.1756872945351708,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,16.0,0.28,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,9.0,1.0,0.0,3.0,1.0
activemq@0,92,0,0.002968954596986759,0.6825306813725822,0.353992660453753,0.0,0.0,1.0,5.0,0.0,1.0,2.0,5.0,33.0,64.0,143.0,0.29,0.0,98.0,1.0,2.0,63.0,2.0,6.19774011299435,0.0,0.0,0.0,22.0,1.1,0.0,3.0,2.0
activemq@0,104,0,0.12685976100497934,0.7761052741947043,0.2940147532196292,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,5.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,2.2,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,147,0,0.07865992847707086,0.6969199763558447,0.206890014966488,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.33,0.0,83.0,1.0,3.0,27.0,2.0,2.3,0.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0
activemq@0,148,0,0.009725058067194065,0.6714117658079326,0.04467583544762848,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,21.0,0.39,0.0,85.0,1.0,2.0,13.0,2.0,3.1,0.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0
activemq@0,154,0,0.05214981939737393,0.7531533779215378,0.18642530486263675,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.4,0.0,87.0,2.0,0.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,6.0,1.1,0.0,2.0,0.0
activemq@0,203,0,0.006414826572563631,0.6598431066453642,0.13225269520230856,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,23.0,50.0,0.34,0.0,95.0,2.0,0.0,24.0,1.0,2.6,1.0,1.0,0.0,11.0,1.0,0.0,3.0,1.0
activemq@0,218,0,0.005182723602064992,0.5154757223847656,0.1128135185899464,0.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,8.0,12.0,30.0,0.24,0.0,89.0,2.0,2.0,25.0,2.0,3.5,0.0,0.0,0.0,17.0,1.0,0.0,3.0,1.0
activemq@0,219,0,0.010836630985671985,0.813130081235423,0.32375271219106583,7.0,4.0,1.0,2.0,0.0,1.0,2.0,12.0,7.0,22.0,58.0,0.17,0.0,94.0,2.0,1.0,50.0,2.0,3.94736842105263,0.0,0.0,0.0,39.0,1.0,0.0,3.0,0.0
activemq@0,225,0,0.0,0.8210526315789476,0.7243197805419993,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,66.0,0.06,0.0,92.0,1.0,1.0,43.0,2.0,3.84931506849315,0.0,0.0,0.0,10.0,1.1,0.0,3.0,1.0
activemq@0,230,0,0.004318860919680065,0.6479208544955054,0.11471130419778276,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,11.0,37.0,0.17,1.0,88.0,2.0,1.0,45.0,2.0,3.02380952380952,0.0,0.0,0.0,18.0,1.1,0.0,3.0,2.0
activemq@0,246,0,0.5102631784939924,1.1433740691120111,0.8138182225719504,0.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,38.0,76.0,0.15,0.0,95.0,1.0,1.0,70.0,4.0,3.09574468085106,0.0,1.0,0.0,17.0,1.0,0.0,3.0,1.0
activemq@0,282,0,0.01489602810298034,0.7670274617722399,0.19249427013899204,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,6.0,3.0,0.51,0.0,87.0,4.0,0.0,3.0,2.0,2.83333333333333,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
activemq@0,287,0,0.14758588842627618,0.6030971700042695,0.31270983656931156,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,9.0,0.3,0.0,76.0,4.0,0.0,7.0,2.0,3.1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
activemq@0,359,0,0.2319316192997254,0.7962781949372107,0.5446330899352483,2.0,0.0,2.0,1.0,18.0,1.0,2.0,7.0,3.0,1.0,13.0,0.3,0.0,100.0,2.0,5.0,6.0,2.0,2.42105263157895,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
activemq@0,379,0,0.022816442604724645,0.7747463120648055,0.06627712104238748,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.81,1.0,25.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0
activemq@0,389,0,0.3066769638125651,0.9600298983749418,0.7489605140688738,0.0,3.0,1.0,3.0,0.0,0.0,2.0,4.0,5.0,6.0,11.0,0.19,0.0,90.0,2.0,2.0,3.0,1.0,1.36734693877551,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
activemq@0,393,0,0.09105927609737192,0.7862126725191028,0.325972025716023,4.0,6.0,1.0,15.0,0.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09,0.0,94.0,1.0,1.0,12.0,2.0,2.8,0.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0
activemq@0,431,0,0.11619043194589816,0.6237200062526984,0.2564003069842166,0.0,10.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,12.0,15.0,0.6,0.0,83.0,2.0,0.0,3.0,3.0,5.78787878787879,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
activemq@0,461,0,0.31532433461183407,0.8195717406393499,0.45904850815501685,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,0.33,0.0,43.0,2.0,0.0,0.0,2.0,6.86666666666667,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
activemq@0,500,0,0.0008006405124099475,0.9807846277021617,0.03343439779145721,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,0.92,0.0,75.0,3.0,1.0,7.0,1.0,3.75,1.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0
