test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,min,max,mean,OWN_LINE,CountLineComment,Del_lines,CountOutput_Mean,MAJOR_COMMIT,CountPath_Min,MaxNesting_Mean,Added_lines,CountDeclInstanceMethod,AvgCyclomaticStrict
41.0,0.0,1.0,0.0,1.0,6.0,1.0,2.0,2.0,2.0,7.0,30.0,75.0,2.26,0.0,97.0,2.0,3.0,18.0,6.0,7.01204819277108,0.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,1.2744040479371983,1.8552032943054035,1.5530045502098913,,,,,,,,,,
56.0,10.0,0.0,4.0,1.0,1.0,0.0,9.0,2.0,5.0,20.0,21.0,77.0,1.44,0.0,94.0,1.0,1.0,50.0,6.0,3.4,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.00013882595659741863,0.7243012908885864,0.14570046727887795,,,,,,,,,,
147.0,12.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,1.32,0.0,83.0,1.0,3.0,27.0,0.0,4.37037037037037,0.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0,0.04558338543338771,0.7246761391001003,0.2844454695595979,,,,,,,,,,
149.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,26.0,0.47,0.0,92.0,1.0,2.0,12.0,1.0,2.74074074074074,1.0,1.0,0.0,13.0,0.846153846153846,0.0,2.0,0.0,0.0,0.7499999999999998,0.35227272727272724,,,,,,,,,,
157.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,27.0,0.44,0.0,82.0,2.0,0.0,14.0,1.0,2.35714285714286,0.0,1.0,0.0,10.0,0.9,0.0,2.0,0.0,8.04080707030827e-18,0.9727782225780625,0.026005503856637226,,,,,,,,,,
203.0,29.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,23.0,50.0,3.7,0.0,95.0,2.0,0.0,24.0,1.0,2.6,1.0,1.0,0.0,11.0,0.909090909090909,0.0,3.0,1.0,0.6477384577335205,1.2793821289821827,0.870239211559929,,,,,,,,,,
379.0,29.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,7.0,0.32,1.0,25.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7254901960784311,0.09047127622979013,,,,,,,,,,
431.0,0.0,0.0,10.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,12.0,23.0,0.6,0.0,83.0,1.0,0.0,3.0,3.0,5.78787878787879,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.16071428571428573,,,,,,,,,,
505.0,37.0,0.0,0.0,2.0,1.0,0.0,9.0,2.0,2.0,3.0,2.0,11.0,10.68,0.0,66.0,3.0,0.0,12.0,9.0,3.28571428571429,1.0,1.0,0.0,3.0,0.666666666666667,0.0,3.0,0.0,1.2286694417689146,1.768478678806784,1.5884396914979821,,,,,,,,,,
727.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,19.0,0.29,0.0,88.0,1.0,0.0,6.0,1.0,1.63157894736842,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.007977092450842846,0.6284879005101717,0.19379512510594277,,,,,,,,,,
