project,test_idx,candidate_id,min,max,mean,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,OWN_LINE,CountLineComment,Del_lines,CountOutput_Mean,MAJOR_COMMIT,CountPath_Min,MaxNesting_Mean,Added_lines,CountDeclInstanceMethod,AvgCyclomaticStrict
activemq@0,39,9,1.6666666666666663,2.6666666666666665,2.330237358101134,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,16.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,,,,,,,,,,
activemq@0,41,18,1.1304347826086958,2.130434782608696,1.5885788449059055,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,68.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,6.0,7.01204819277108,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,,,,,,,,,,
activemq@0,46,18,2.0,3.0,2.625,5.0,2.0,1.0,1.0,0.0,4.0,14.0,5.0,10.0,21.0,35.0,0.41,0.0,89.0,1.0,3.0,27.0,4.0,4.82692307692308,0.0,1.0,0.0,5.0,0.6,0.0,3.0,2.0,,,,,,,,,,
activemq@0,56,3,2.571428571428571,3.5714285714285716,2.9327731092436973,21.0,4.0,1.0,1.0,0.0,9.0,2.0,5.0,20.0,21.0,77.0,1.44,0.0,94.0,1.0,1.0,50.0,6.0,4.16831683168317,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,,,,,,,,,,
activemq@0,65,0,0.0,0.8484848484848486,0.11003325942350331,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,16.0,0.13,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,3.0,0.888888888888889,0.0,3.0,1.0,,,,,,,,,,
activemq@0,104,0,0.010526315789473746,1.0105263157894735,0.9087162480074847,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,0.0,0.6,0.0,2.0,1.0,,,,,,,,,,
activemq@0,127,0,0.0,0.8571428571428571,0.5126050420168067,1.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.41,0.0,90.0,1.0,0.0,1.0,2.0,3.66666666666667,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,,,,,,,,,,
activemq@0,147,0,0.0,0.8484848484848486,0.11003325942350331,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.25,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,0.0,0.0,0.0,4.0,0.9,0.0,3.0,1.0,,,,,,,,,,
activemq@0,148,0,0.0,0.696969696969697,0.0478750923872875,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,21.0,0.11,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,4.0,0.8,0.0,3.0,1.0,,,,,,,,,,
activemq@0,149,0,0.030303030303030304,0.9393939393939394,0.19979674796747965,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,26.0,0.47,0.0,92.0,1.0,2.0,12.0,2.0,2.74074074074074,1.0,1.0,0.0,4.0,0.846153846153846,0.0,2.0,0.0,,,,,,,,,,
