test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
41,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,21.494140625,1.4931640625,1.25501953125,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,0.0,0.533424283765348,0.5,1.0,0.5665669250960055,0.4334330749039945,3,41.26480055996058
43,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,10.497314453125,77.0,1.2551669921875008,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.591410117769361,0.40858988223063897,2,13.871056354068237
48,0,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,8.0,9.499146461486816,38.0,0.39,0.0,89.0,1.0,3.0,27.0,4.0,4.87272727272727,0.0,1.0,0.0,0.9232791385135133,0.666666666666667,3.0,0.5778364626991714,0.4221635373008285,2,8.558438627097434
58,0,0.0,4.0,1.0,2.0,0.0,8.0,2.0,5.0,22.0,21.0,1.48876953125,1.43,0.0,94.0,1.0,1.0,50.0,6.0,4.24038461538461,0.0,0.0,0.0,0.66008316008316,0.625,1.0,0.6485630905751361,0.351436909424864,1,17.202039315781462
67,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,15.498413920402527,0.1,0.0,87.0,2.0,0.0,28.0,1.0,5.13333333333333,1.0,1.0,0.0,0.464757709251101,1.0,1.0,0.7384190425929841,0.2615809574070159,1,1.686583497368539
97,0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,6.0,35.0,9.49365234375,157.0,1.255020688176155,0.0,98.0,1.0,2.0,64.0,2.0,6.43523316062176,0.0,0.0,0.0,0.465542885473475,0.4,3.0,0.719411837953809,0.2805881620461909,2,41.512933712295336
110,0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,2.0,23.0,0.78,0.0,90.0,3.0,0.0,11.4970703125,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0,0.5740753521703039,0.4259246478296961,1,5.228291409515302
111,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,18.0,0.25,0.0,83.0,1.0,0.0,9.49951171875,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0,0.8872447728554802,0.11275522714451984,1,3.5412411578465055
133,0,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,1.2551317533850679,0.0,90.0,1.0,0.0,1.0,2.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.666666666666667,1.0,0.8205896667763987,0.17941033322360134,1,1.295530814085471
153,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.24,0.0,83.0,1.0,3.0,11.4990234375,2.0,4.40740740740741,0.0,0.0,0.0,0.9232411677784103,0.75,1.0,0.5916952907670452,0.40830470923295487,2,5.547123692807755
156,0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,21.49988543987274,49.0,0.62,0.0,95.0,1.0,2.0,15.0,2.0,2.66,1.0,1.0,0.0,0.947368421052632,0.5,0.0,0.8862884815201855,0.11371151847981452,1,1.6863041684375908
162,0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,15.498779296875,0.22,0.0,87.0,2.0,0.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,0.902743142144638,0.0,0.0,0.5947592680723507,0.4052407319276493,1,1.2368408433661053
