test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
57,0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,26.98779296875,26.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5675368309020996,0.4324631989002228,1,131.86706024251927
104,0,15.0,0.0,3.0,3.0,4.0,5.0,5.0,31.99658203125,2.0,5.0,10.0,13.0,2.0,1.0,0.0,32.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,7.0,0.6130517721176147,0.38694819808006287,1,55.64664035096936
115,0,4.0,0.0,2.0,1.0,0.0,4.0,3.0,132.0,4.0,9.0,13.0,25.0,1.0,3.0,0.0,8.9990234375,2.0,0.0,5.02631578947368,1.0,1.0,0.0,0.333333333333333,0.0,3.0,7.0,0.886750340461731,0.11324967443943024,1,3.372783138572989
141,0,0.0,0.0,3.0,0.0,1.0,6.0,5.0,44.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,8.999756574630737,1.0,1.0,14.25,2.0,1.0,0.0,1.0,0.0,3.0,3.0,0.8070710897445679,0.19292894005775452,1,0.33732747381927863
148,0,2.0,0.0,2.0,0.0,0.0,6.0,3.0,178.0,2.0,12.0,9.0,9.0,2.0,5.0,2.0,8.9990234375,2.0,1.0,5.78260869565217,0.0,1.0,0.0,0.75,0.0,1.0,5.0,0.6638365983963013,0.33616340160369873,1,3.7100285183111734
152,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,115.0,2.0,7.0,40.0,101.0,0.0,4.0,2.0,8.99609375,2.0,0.0,1.88181818181818,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.574482798576355,0.425517201423645,1,6.4089795797900955
195,0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,76.0,3.0,8.0,8.0,13.0,0.0,2.0,0.0,18.0,5.0,0.0,4.36363636363636,0.0,1.0,0.0,1.0,0.0,2.0,4.999999761581421,0.8795522451400757,0.12044772505760193,0,238418.5791015625
310,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,45.0,1.0,0.0,18.0,36.0,0.0,1.0,0.0,8.999756693840027,2.0,1.0,2.83333333333333,1.0,1.0,0.0,1.0,0.0,3.0,5.0,0.7967567443847656,0.20324328541755676,1,4.384271990474703
331,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,38.0,2.0,0.0,4.0,21.99908447265625,0.0,1.0,0.0,9.0,2.0,1.0,2.25,1.0,1.0,0.0,0.666666666666667,0.0,1.0,2.0,0.6278941631317139,0.37210583686828613,1,2.023781035795807
491,0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,30.9951171875,1.0,4.0,25.0,91.0,0.0,3.0,0.0,17.0,2.0,0.0,2.03092783505155,1.0,1.0,0.0,0.5,0.0,3.0,7.0,0.5346974730491638,0.4653025269508362,1,44.8552822111342
589,0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,300.0,1.0,4.0,17.0,43.991943359375,0.0,3.0,0.0,21.0,1.0,0.0,2.52577319587629,1.0,1.0,0.0,0.666666666666667,0.0,3.0,5.0,0.5336869955062866,0.46631303429603577,1,15.178759153045265
599,0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1598.0,1.0,11.0,7.0,181.0,0.0,3.0,27.0,0.98681640625,2.0,0.0,3.57435897435897,0.0,1.0,0.0,0.545454545454545,0.0,4.0,9.0,0.6027071475982666,0.3972928524017334,1,31.36826642173163
601,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,30.99319314956665,2.0,0.0,13.0,52.0,0.0,5.0,0.0,10.0,2.0,0.0,1.88679245283019,1.0,1.0,0.0,0.8,0.0,3.0,5.0,0.6240460872650146,0.37595388293266296,1,24.621208299746637
637,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,31.998291015625,1.0,1.0,12.0,47.0,0.0,4.0,0.0,13.0,2.0,0.0,1.95833333333333,1.0,1.0,0.0,0.666666666666667,0.0,1.0,3.0,0.697992205619812,0.3020077645778656,1,21.921526030066467
655,0,7.0,0.0,1.0,2.0,0.0,2.0,2.0,110.99316954612732,7.0,7.0,35.0,49.0,1.0,3.0,0.0,31.0,5.0,0.0,4.33333333333333,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.5113793611526489,0.4886206388473511,1,21.586007842253842
731,0,5.0,0.0,1.0,1.0,1.0,5.0,3.0,270.0,6.0,19.0,25.0,27.0,1.0,2.0,3.0,10.996826171875,4.0,0.0,5.19607843137255,0.0,1.0,0.0,0.888888888888889,0.0,1.0,8.0,0.5424362421035767,0.45756375789642334,1,6.745977953634917
755,0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,22.98974609375,5.0,7.0,7.0,14.0,2.0,2.0,2.0,16.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,0.6365344524383545,0.3634655177593231,1,21.249917006012666
770,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,62.0,7.0,9.0,6.0,18.0,1.0,3.0,1.0,10.0,4.0,0.0,3.73333333333333,1.0,1.0,0.0,0.5,0.0,2.0,1.999756097793579,0.7096679210662842,0.29033204913139343,1,3000243902206.421
779,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.999516785144806,1.0,3.0,10.0,22.0,0.0,1.0,0.0,6.0,2.0,1.0,2.2,1.0,1.0,0.0,0.666666666666667,0.0,3.0,3.0,0.7657748460769653,0.23422512412071228,1,1.0118991011918865
897,0,1.0,0.0,2.0,0.0,17.0,6.0,3.0,133.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,9.0,2.0,0.0,3.61111111111111,1.0,1.0,0.0,1.0,0.0,2.0,1.9998779296875,0.7642836570739746,0.23571635782718658,1,1000122070312.5
939,0,3.0,0.0,2.0,2.0,70.0,5.0,3.0,31.99365234375,4.0,0.0,4.0,7.994140625,0.0,2.0,0.0,11.0,2.0,0.0,3.39506172839506,0.0,1.0,0.0,0.75,0.0,4.0,7.0,0.7142431735992432,0.2857568562030792,2,157.9214998132272
