test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
30,0,21.0,1.0,6.0,14.0,2.0,8.0,7.0,17.0,0.41,12.0,77.0,3.0,2.0,4.0,5.0,2.0,3.72151898734177,14.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,0.0,0.52,0.48
30,1,14.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,2.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.5,0.0,2.0,2.0,0.51,0.49
30,2,1.0,1.0,2.0,14.0,2.0,7.0,7.0,17.0,29.3,0.0,77.0,3.0,2.0,4.0,24.0,2.0,15.5,0.0,4.27848101265823,24.0,1.0,0.777777777777778,0.0,2.0,2.0,0.55,0.45
30,3,0.0,121.0,2.0,14.0,19.0,4.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,19.0,1.0,0.777777777777778,0.0,2.0,2.0,0.55,0.45
30,4,0.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,33.0,24.0,5.0,3.72151898734177,0.0,3.2,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.53,0.47
30,5,0.0,1.0,2.0,14.0,2.0,8.0,7.0,1.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.4,0.0,2.0,0.0,0.57,0.43
30,6,0.0,121.0,2.0,14.0,19.0,4.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.54,0.46
49,0,1.0,144.0,2.0,17.0,1.0,7.0,40.0,0.0,29.3,1.0,160.0,4.0,4.0,3.0,77.0,3.0,15.5,0.0,4.7877094972067,24.0,1.0,0.4,5.0,6.0,3.0,0.54,0.46
49,1,0.0,144.0,2.0,17.0,1.0,25.0,9.0,1.0,0.15,0.0,177.0,0.0,4.0,3.0,16.0,3.0,18.0,0.0,10.0,0.0,1.0,0.4,0.0,3.0,0.0,0.51,0.49
49,2,11.0,133.0,2.0,17.0,11.0,5.0,9.0,15.0,0.15,11.0,177.0,11.0,4.0,3.0,5.0,3.0,4.53631284916201,11.0,4.7877094972067,0.0,1.0,0.1,3.0,4.0,3.0,0.6,0.4
49,3,1.0,1.0,2.0,175.0,13.0,3.0,9.0,29.0,0.15,12.0,115.0,28.0,4.0,3.0,30.0,3.0,4.7,15.0,2.6,0.0,1.0,0.1,0.0,1.0,3.0,0.57,0.43
49,4,1.0,1.0,2.0,175.0,13.0,3.0,9.0,29.0,0.15,12.0,177.0,28.0,4.0,3.0,77.0,3.0,4.7,15.0,2.6,0.0,1.0,0.1,0.0,1.0,3.0,0.56,0.44
49,5,1.0,1.0,2.0,175.0,13.0,3.0,9.0,29.0,0.15,12.0,115.0,28.0,0.0,3.0,30.0,3.0,4.7,15.0,2.6,0.0,1.0,0.1,0.0,1.0,3.0,0.55,0.45
49,6,11.0,133.0,2.0,17.0,11.0,5.0,9.0,15.0,0.15,11.0,177.0,11.0,4.0,3.0,5.0,3.0,4.53631284916201,11.0,4.7877094972067,0.0,1.0,0.1,3.0,4.0,11.0,0.6,0.4
49,7,1.0,1.0,2.0,175.0,13.0,3.0,9.0,29.0,0.15,12.0,177.0,28.0,4.0,3.0,77.0,3.0,4.7,15.0,4.7877094972067,0.0,1.0,0.1,0.0,1.0,3.0,0.53,0.47
49,8,1.0,1.0,2.0,175.0,13.0,3.0,9.0,29.0,0.15,12.0,115.0,28.0,4.0,3.0,77.0,3.0,4.7,15.0,2.6,0.0,1.0,0.1,0.0,1.0,3.0,0.57,0.43
252,0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,23.0,0.27,0.0,98.0,2.0,3.0,3.0,24.0,2.0,9.64285714285714,1.0,23.2,1.0,1.0,0.590909090909091,0.0,3.0,7.0,0.51,0.49
252,1,3.0,0.0,1.0,3.0,1.0,2.0,13.0,30.0,0.27,0.0,70.0,2.0,3.0,3.0,24.0,2.0,9.64285714285714,1.0,4.11224489795918,1.0,1.0,0.590909090909091,0.0,3.0,7.0,0.52,0.48
252,2,3.0,0.0,1.0,3.0,1.0,2.0,3.0,30.0,0.27,0.0,31.0,2.0,3.0,3.0,24.0,2.0,9.64285714285714,1.0,4.11224489795918,7.0,1.0,0.590909090909091,0.0,3.0,7.0,0.51,0.49
252,3,3.0,0.0,1.0,3.0,1.0,2.0,3.0,30.0,0.27,0.0,98.0,2.0,3.0,3.0,1.0,2.0,9.64285714285714,1.0,4.11224489795918,1.0,1.0,0.590909090909091,0.0,3.0,7.0,0.66,0.34
252,4,3.0,0.0,1.0,3.0,1.0,2.0,40.0,30.0,0.27,0.0,98.0,2.0,3.0,3.0,24.0,2.0,9.64285714285714,1.0,4.11224489795918,1.0,1.0,0.590909090909091,0.0,6.0,7.0,0.51,0.49
252,5,3.0,0.0,1.0,3.0,1.0,2.0,3.0,12.0,0.27,0.0,98.0,2.0,3.0,3.0,24.0,2.0,9.64285714285714,1.0,23.6,1.0,1.0,0.590909090909091,0.0,3.0,7.0,0.53,0.47
252,6,3.0,0.0,1.0,3.0,1.0,2.0,3.0,30.0,0.27,0.0,98.0,2.0,3.0,3.0,16.0,2.0,9.64285714285714,1.0,4.11224489795918,1.0,1.0,0.590909090909091,0.0,1.0,7.0,0.53,0.47
252,7,3.0,0.0,1.0,3.0,1.0,2.0,3.0,11.0,0.27,0.0,98.0,2.0,3.0,3.0,24.0,2.0,9.64285714285714,1.0,4.11224489795918,1.0,1.0,0.590909090909091,0.0,3.0,1.0,0.55,0.45
340,0,1.0,2.0,1.0,175.0,13.0,3.0,50.0,34.0,0.14,12.0,115.0,28.0,4.0,0.0,96.0,2.0,4.7,15.0,2.6,0.0,1.0,0.1,0.0,1.0,5.0,0.61,0.39
340,1,35.0,87.0,4.0,58.0,1.0,4.0,50.0,7.0,0.14,10.0,209.0,18.0,5.0,7.0,3.0,5.0,6.12669683257919,0.0,18.3,0.0,1.0,0.520833333333333,0.0,6.0,5.0,0.53,0.47
340,2,1.0,2.0,1.0,58.0,1.0,26.0,50.0,34.0,0.14,1.0,20.0,4.0,4.0,29.0,23.0,2.0,6.12669683257919,0.0,15.7,1.0,1.0,0.520833333333333,0.0,4.0,5.0,0.51,0.49
340,3,5.0,198.0,1.0,29.0,1.0,0.0,50.0,21.0,16.5,3.0,209.0,6.0,1.0,0.0,32.0,2.0,6.12669683257919,0.0,4.8,0.0,13.0,0.520833333333333,0.0,2.0,5.0,0.52,0.48
340,4,7.0,2.0,1.0,134.0,1.0,6.0,50.0,34.0,17.5,1.0,134.0,7.0,4.0,0.0,6.0,4.0,6.12669683257919,7.0,7.59276018099547,7.0,7.0,0.520833333333333,4.0,4.0,5.0,0.51,0.49
340,5,7.0,2.0,1.0,134.0,1.0,6.0,50.0,34.0,17.5,1.0,134.0,4.0,4.0,0.0,6.0,4.0,6.12669683257919,7.0,7.59276018099547,7.0,7.0,0.520833333333333,4.0,4.0,5.0,0.51,0.49
340,6,11.0,133.0,1.0,58.0,11.0,5.0,50.0,34.0,0.14,11.0,209.0,11.0,4.0,0.0,5.0,3.0,6.12669683257919,11.0,7.59276018099547,0.0,1.0,0.1,3.0,4.0,5.0,0.58,0.42
340,7,35.0,87.0,4.0,58.0,1.0,4.0,50.0,7.0,0.14,10.0,86.0,18.0,5.0,7.0,3.0,5.0,6.12669683257919,0.0,18.3,0.0,1.0,0.520833333333333,0.0,6.0,5.0,0.53,0.47
358,0,12.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,8.0,1.0,3.75862068965517,1.0,23.6,1.0,1.0,0.5,0.0,3.0,2.0,0.7,0.3
358,1,3.0,1.0,2.0,214.0,1.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,26.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,0.5,0.0,3.0,2.0,0.56,0.44
358,2,12.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,0.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,0.5,0.0,3.0,2.0,0.66,0.34
358,3,0.0,1.0,2.0,0.0,19.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,26.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,0.5,0.0,3.0,2.0,0.65,0.35
358,4,12.0,1.0,2.0,0.0,18.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,5.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,0.5,0.0,3.0,2.0,0.66,0.34
358,5,12.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.21,1.0,29.0,4.0,3.0,0.0,26.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,0.7,0.0,3.0,2.0,0.55,0.45
358,6,12.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,4.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,0.5,0.0,3.0,2.0,0.67,0.33
