Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 0.65,0.21206,1.0,1.09834
-1.28 < CountDeclClassVariable <= 0.16 & -0.089 < AvgLineBlank <= 0.004 & -0.0625 < MINOR_COMMIT <= 0.011,0.37559,0.99749,1.09559
-14.5 < Added_lines <= 13 & -0.05 < CountDeclMethodDefault <= 0.505,0.33365,0.99576,1.09369
0.62 < CountDeclClass <= 1.055 & -0.089 < AvgLineBlank <= 0.004,0.43497,0.99567,1.09358
CountInput_Mean <= 0.96,0.18567,0.99492,1.09277
2.9 < CountClassCoupled <= 5.8,0.20123,0.99297,1.09063
0.65 < CountClassCoupled <= 2.9,0.18992,0.99256,1.09017
Added_lines <= -14.5,0.09849,0.99043,1.08783
-0.01 < MaxNesting_Mean <= 0.195,0.28652,0.99013,1.0875
-0.85 < CountDeclClassMethod <= 0.14,0.50566,0.98788,1.08504
