Antecedent,Antecedent Coverage %,Confidence,Lift
0.2 < CountClassCoupled <= 2.6,0.22957,1.0,1.04492
1.07 < CountInput_Mean <= 2.19,0.20501,1.0,1.04492
-0.37 < CountDeclMethodPrivate <= 0.18,0.56778,0.99834,1.04318
2.6 < CountClassCoupled <= 5.1,0.22721,0.99792,1.04274
0.53 < MAJOR_LINE <= 1.23,0.21587,0.99781,1.04263
PercentLackOfCohesion <= 4,0.21068,0.99776,1.04257
-0.51 < CountDeclClassMethod <= 0.055,0.55834,0.99746,1.04226
-9.2 < Added_lines <= 14.8,0.39017,0.99637,1.04112
CountClassBase <= 0.85,0.19603,0.99518,1.03988
0.76 < CountDeclClass <= 1.04,0.57204,0.99505,1.03974
