Antecedent,Antecedent Coverage %,Confidence,Lift
MINOR_LINE <= 1.01 & -0.02 < CountDeclMethodDefault <= 0.21,0.22643,1.0,1.07235
CountDeclClassMethod <= -0.31,0.09335,1.0,1.07235
-0.31 < CountDeclClassMethod <= 0.21,0.44686,0.99897,1.07124
-0.76 < CountDeclMethodPrivate <= 0.1 & 0.695 < CountDeclClass <= 1.085,0.40481,0.99886,1.07112
0.695 < CountDeclClass <= 1.085 & -0.02 < CountDeclMethodDefault <= 0.21,0.53373,0.9974,1.06956
0.85 < CountClassCoupled <= 3.5,0.2195,0.99579,1.06783
CountClassCoupled <= 0.85,0.18392,0.99497,1.06696
MaxNesting_Mean <= 0.01,0.26479,0.99302,1.06486
-17.5 < Added_lines <= 20.5,0.34612,0.99065,1.06233
3.5 < CountClassCoupled <= 6.4,0.19547,0.99054,1.06221
