Antecedent,Antecedent Coverage %,Confidence,Lift
-0.75 < CountDeclClassMethod <= 0.13,0.50876,1.0,1.1057
-25.5 < Added_lines <= 12.5,0.37482,1.0,1.1057
-0.016 < MaxNesting_Mean <= 0.13,0.30573,1.0,1.1057
0.85 < CountClassCoupled <= 3.35,0.19214,1.0,1.1057
Added_lines <= -25.5,0.09844,1.0,1.1057
CountClassCoupled <= 0.85,0.19025,0.99751,1.10295
17.8 < CountLineComment <= 32.4,0.1983,0.99523,1.10043
MAJOR_LINE <= 0,0.26124,0.99457,1.09969
0.13 < CountDeclClassMethod <= 0.94,0.08471,0.99441,1.09953
12.5 < Added_lines <= 43.5,0.16706,0.99433,1.09944
