Antecedent,Antecedent Coverage %,Confidence,Lift
CountDeclInstanceVariable <= -0.25,0.10476,1.0,1.06609
0.07 < MAJOR_LINE <= 0.79,0.15377,0.99063,1.05609
CountInput_Mean <= 0.27,0.18453,0.98958,1.05498
RatioCommentToCode > 2.595,0.19606,0.98775,1.05302
0.66 < CountClassCoupled <= 2.38,0.21048,0.9863,1.05148
-7.1 < Del_lines <= 0.3,0.33734,0.98291,1.04786
0.27 < CountInput_Mean <= 1.19,0.2297,0.98117,1.04601
-0.25 < CountDeclInstanceVariable <= 0.44,0.36329,0.97751,1.04211
0.487 < OWN_COMMIT <= 0.542,0.27343,0.97715,1.04173
21.2 < CountLineComment <= 35.8,0.31427,0.97401,1.03837
