Antecedent,Antecedent Coverage %,Confidence,Lift
0.42 < CountDeclMethodProtected <= 1.14,0.20578,0.9977,1.05949
RatioCommentToCode > 2.5,0.19915,0.99524,1.05688
1.1 < CountClassCoupled <= 2.9,0.19725,0.99519,1.05683
CountClassCoupled <= 1.1,0.19678,0.99518,1.05682
0.94 < AvgCyclomaticModified <= 1.03 & -0.04 < CountDeclClassMethod <= 0.165,0.45614,0.99064,1.052
-6.6 < Del_lines <= 1.8,0.44144,0.99033,1.05167
1.585 < RatioCommentToCode <= 2.5,0.19772,0.98561,1.04665
-0.11 < CountDeclMethodProtected <= 0.42,0.32717,0.98551,1.04654
29.4 < CountLineComment <= 47.6,0.19488,0.9854,1.04643
-0.105 < CountDeclInstanceVariable <= 0.39,0.35277,0.97984,1.04052
