test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
1,0,1.0,1.0,1.0,0.0,28.0,4.0,15.0,29.69,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.7,0.3
1,1,1.0,1.0,1.0,0.0,28.0,4.0,15.0,18.92,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.7,0.3
1,2,1.0,1.0,211.0,0.0,28.0,4.0,15.0,29.03,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.68,0.32
1,3,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,1.0,4.0,0.56,0.44
1,4,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,15.5,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.51,0.49
1,5,1.0,1.0,1.0,0.0,28.0,4.0,15.0,31.54,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,1.0,3.0,4.0,0.7,0.3
1,6,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.93,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.7,0.3
1,7,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,9.0,2.0,1.0,3.0,2.0,32.0,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.51,0.49
1,8,296.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,0.0,4.0,0.53,0.47
1,9,1.0,1.0,1.0,0.0,28.0,4.0,15.0,17.06,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.7,0.3
1,10,1.0,1.0,1.0,0.0,28.0,4.0,15.0,5.4,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,14.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.65,0.35
1,11,1.0,1.0,1.0,0.0,28.0,4.0,15.0,15.36,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.7,0.3
1,12,1.0,1.0,1.0,0.0,28.0,4.0,15.0,37.07,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.7,0.3
1,13,1.0,4.0,1.0,0.0,28.0,4.0,15.0,40.38,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.64,0.36
1,14,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,12.0,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.51,0.49
1,15,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,28.5,1.0,1.0,1.0,0.487179487179487,0.0,1.0,1.0,3.0,4.0,0.51,0.49
1,16,4.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,1.0,4.0,0.58,0.42
1,17,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,33.9,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.51,0.49
1,18,1.0,1.0,1.0,0.0,28.0,4.0,15.0,11.06,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,0.3,0.0,3.0,4.0,0.65,0.35
1,19,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.2,0.0,1.0,0.0,3.0,4.0,0.53,0.47
1,20,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,0.7,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,0.0,4.0,0.57,0.43
1,21,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,38.6,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.51,0.49
1,22,1.0,1.0,1.0,0.0,28.0,4.0,743.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,4.5,0.0,1.0,0.0,3.0,4.0,0.51,0.49
1,23,1.0,1.0,1.0,0.0,28.0,4.0,15.0,14.28,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.7,0.3
1,24,1.0,1.0,1.0,0.0,28.0,4.0,1016.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,43.5,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.53,0.47
