test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
7,0,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,2.0,1.0,0.67,2.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.57,0.43
7,1,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,5.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,2,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,8.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,1.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,3,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,8.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,4,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,6.0,0.67,3.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.52,0.48
7,5,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,0.0,1.0,0.67,9.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.55,0.45
7,6,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,5.0,1.0,0.67,2.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.55,0.45
7,7,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,4.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,8,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,3.0,1.0,0.67,7.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.57,0.43
7,9,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,5.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,2.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,10,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,10.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,1.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,11,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,7.0,0.67,6.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.53,0.47
7,12,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,0.0,1.0,0.67,1.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.53,0.47
7,13,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,12.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,1.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,14,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,3.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,15,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,7.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,1.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,16,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,7.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,2.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,17,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,5.0,1.0,0.67,12.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.55,0.45
7,18,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,2.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,19,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,6.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
7,20,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,3.0,1.0,0.67,9.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.57,0.43
