test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
10,0,38.0,0.0,2.0,0.0,1.0,7.0,542.0,1.0,0.0,13.0,3.0,0.99,32.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,88.0,0.914331465172138,0.0,2.0,0.5220322063672195,0.47796779363278047
16,0,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,38.0,4.0,19.0,0.37,1.0,76.0,0.0,0.0,10.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,281.0,0.429503916449086,0.0,4.0,0.5240686368046462,0.4759313631953539
1956,0,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,1.26,22.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.8,0.0,4.0,0.6238959782012942,0.37610402179870595
1958,0,3.0,17.0,2.0,2.0,46.0,18.0,423.0,1.0,0.0,18.0,0.0,0.74,2.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,2.0,1.90909090909091,0.0,1137.0,0.9,0.0,0.0,0.5178371370085026,0.4821628629914974
19,0,8.0,5.0,1.0,3.0,0.0,0.0,60.0,1.0,2.0,2.0,86.0,0.06,0.0,97.0,3.0,1.0,12.0,4.0,5.91089108910891,0.0,1.0,1.12621359223301,0.0,17.0,1.0,0.0,0.0,0.5446910645637604,0.4553089354362394
23,0,7.0,1.0,1.0,249.0,0.0,4.0,244.0,1.0,3.0,8.0,30.0,0.35,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5859290738326274,0.4140709261673727
1959,0,2.0,0.0,1.0,166.0,0.0,11.0,107.0,1.0,0.0,3.0,4.0,1.45,0.0,61.0,2.0,0.0,7.0,1.0,4.0,1.0,2.0,1.25,0.0,220.0,0.733990147783251,0.0,1.0,0.5063217610755419,0.4936782389244581
24,0,1.0,17.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,2.0,3.0,0.52,0.0,50.0,2.0,0.0,3.0,1.0,4.25,1.0,1.0,0.666666666666667,0.0,14.0,0.333333333333333,0.0,2.0,0.5770930583206886,0.4229069416793115
27,0,6.0,5.0,4.0,249.0,0.0,1.0,129.0,1.0,1.0,38.0,28.0,0.18,0.0,94.0,1.0,1.0,7.0,2.0,8.5,0.0,1.0,1.30952380952381,0.0,10.0,0.533261802575107,0.0,5.0,0.5557787641569907,0.44422123584300915
35,0,3.0,0.0,1.0,3.0,16.0,34.0,285.0,1.0,0.0,0.0,14.0,0.63,3.0,72.0,1.0,0.0,5.0,1.0,6.47058823529412,0.0,1.0,0.421052631578947,0.0,172.0,1.0,0.0,3.0,0.505849850053201,0.49415014994679884
41,0,0.0,0.0,1.0,250.0,5.0,2.0,31.0,1.0,0.0,0.0,5.0,2.14,2.0,0.0,1.0,0.0,4.0,1.0,4.6,4.0,5.0,2.42857142857143,0.0,1.0,0.43010752688172,0.0,2.0,0.55357323755766,0.44642676244234
48,0,0.0,8.0,1.0,9.0,2.0,4.0,139.0,1.0,7.0,7.0,9.0,0.76,30.0,94.0,1.0,2.0,8.0,2.0,6.25,0.0,0.0,0.576923076923077,0.0,186.0,0.462765957446808,0.0,3.0,0.5253974042287802,0.4746025957712198
67,0,5.0,4.0,2.0,1.0,0.0,2.0,104.0,1.0,2.0,20.0,14.0,24.28,0.0,82.0,1.0,1.0,11.0,1.0,5.04,2.0,1.0,1.0,0.0,133.0,0.562780269058296,0.0,3.0,0.5404528653859638,0.45954713461403635
69,0,2.0,4.0,1.0,228.0,3.0,2.0,200.0,3.0,2.0,11.0,28.0,0.72,0.0,93.0,3.0,4.0,9.0,2.0,29.0555555555556,1.0,1.0,0.45,0.0,50.0,0.636531365313653,0.0,2.0,0.5071625147228238,0.49283748527717636
77,0,1.0,0.0,0.0,141.0,2.0,4.0,59.0,1.0,0.0,0.0,2.0,0.5,0.0,37.0,1.0,0.0,6.0,1.0,27.3333333333333,0.0,1.0,1.4,0.0,0.0,0.486187845303867,0.0,1.0,0.5067181595243057,0.4932818404756943
