,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
193,0,0,1,0,0,0,1,1,0,1,1,0.1,0,94,1,3,28,2,3.6865671641791,0,2.35820895522388,1,0,0.351351351351351,1.0,3
204,2,0,1,1,0,0,2,1,8,8,20,1.08,0,82,2,2,9,2,3.53333333333333,0,3.96666666666667,0,0,0.636075949367089,1.0,2
215,0,0,1,0,0,0,1,1,1,1,2,0.12,0,1,1,4,18,2,1.89393939393939,1,1.5,1,0,0.334365325077399,0.5,1
901,0,0,1,0,0,0,1,1,0,1,34,1.7,0,0,1,4,8,2,3.23529411764706,1,1.38235294117647,1,0,0.280193236714976,1.0,3
2190,0,6,1,6,17,1,3,2,10,5,3,1.715,2,89,1,0,1,1,5.52631578947368,2,5.05263157894737,1,0,0.498614958448753,1.0,1
328,1,1,1,3,2,0,2,13,7,1,71,0.08,0,97,3,11,4,3,6.0875,0,2.95,0,0,0.536423841059603,0.666666666666667,3
1047,1,0,1,1,0,1,2,3,6,14,3,0.24,0,86,2,5,3,2,8.76923076923077,1,2.41025641025641,1,0,0.621103117505995,1.0,2
1066,0,0,1,4,4,4,2,1,0,7,8,2.16,0,89,1,0,1,1,8.125,1,3.5,1,0,0.440217391304348,1.0,3
849,0,0,1,1,0,0,3,1,0,8,10,1.865,0,73,3,1,5,1,4.2,1,4.5,1,0,0.194690265486726,0.666666666666667,0
852,1,3,1,2,0,0,2,4,1,8,17,1.735,0,64,2,1,16,2,4.54545454545455,0,6.09090909090909,0,0,0.327485380116959,1.0,1
2290,1,10,1,4,0,0,2,8,3,18,25,0.05,0,30,2,0,12,2,3.69230769230769,1,3.76923076923077,1,0,0.894865525672372,0.5,0
2293,0,1,1,2,0,1,3,3,3,1,16,0.08,4,100,3,0,6,2,3.35,0,11.8,0,0,0.648739495798319,1.0,0
2301,0,0,1,6,7,0,2,2,3,4,11,1.0,0,93,1,2,1,2,2.64285714285714,0,4.92857142857143,0,0,0.525581395348837,0.6,1
1882,0,1,1,1,0,4,1,2,2,2,34,0.99,0,89,1,2,6,3,4.43243243243243,0,2.43243243243243,0,0,0.617234468937876,0.4,6
1925,1,0,1,2,1,2,2,2,1,13,14,0.31,0,80,1,0,4,5,4.0,1,3.5,1,0,0.660583941605839,0.05,3
2357,0,0,1,1,0,0,1,1,3,1,5,1.785,8,68,2,3,8,1,3.75,1,10.5,1,0,1.0,1.0,0
1161,1,0,1,13,0,0,2,5,6,7,14,0.18,1,85,3,1,2,2,3.0952380952381,0,5.95238095238095,2,0,0.707142857142857,1.0,1
1167,1,0,1,1,0,0,1,1,1,5,3,0.24,1,23,2,4,19,1,3.2,1,10.2,1,0,1.0,1.0,0
1282,0,0,1,1,1,3,4,1,1,1,10,1.93,7,86,5,0,9,1,2.72727272727273,0,12.2727272727273,1,0,0.563192904656319,1.0,3
2004,0,0,1,0,0,0,2,1,2,0,1,0.11,0,0,1,2,13,2,2.43478260869565,0,4.43478260869565,1,0,0.449781659388646,0.857142857142857,1
2013,0,0,2,1,0,6,7,2,6,6,1,0.3,5,73,3,1,6,1,4.44444444444444,1,13.5555555555556,2,0,0.352030947775629,1.0,3
