,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
101,1,0,1,2,0,0,3,1,6,7,21,0.08,0,91,2,0,0.49,1,5.70588235294118,1,7.91176470588235,1,0,14,0.2,2
132,0,0,1,0,0,0,1,1,0,1,0.49,0.08,0,0,1,20,59,2,3.70769230769231,1,1.41538461538462,1,0,0.9500000000000001,14,3
193,0,0,1,0,0,0,1,1,0,1,0.49,0.08,0,94,1,3,59,2,3.6865671641791,0,2.35820895522388,1,0,0.9500000000000001,14,3
148,0,0,1,0,0,0,1,1,0,1,14,0.9500000000000001,0,6,1,2,0.49,2,0.984615384615385,0,1.35384615384615,1,0,0.08,59,3
204,1,0,0,1,0,0,2,7,8,8,20,0.12,0,82,2,2,0.9500000000000001,2,3.53333333333333,0,3.96666666666667,0,0,0.636075949367089,2,2
203,7,0,1,0,1,0,1,1,2,8,1,0.35,0,93,1,5,0.9500000000000001,2,2.80769230769231,0,1.19230769230769,0,0,0.724852071005917,38,1
153,1,0,1,1,0,0,1,1,0,4,0.49,0.08,0,88,1,0,59,2,3.29166666666667,1,3.59722222222222,1,0,14,0.55,3
181,1,2,1,1,1,0,1,13,29,8,14,0.04,0,75,3,6,0.49,2,3.73913043478261,0,3.41304347826087,0,0,14,0.2,2
215,0,0,1,0,0,0,1,1,1,1,0.49,0.08,0,1,1,4,59,2,1.89393939393939,1,1.5,1,0,14,0.2,1
205,21,1,2,2,0,1,3,2,6,12,0.2,0.17,0,87,2,0,14.21,2,4.02777777777778,0,1,1,0,0.75992438563327,14,1
271,0,1,2,1,0,2,3,4,11,14,13,0.19,0,89,2,2,0.49,2,4.14893617021277,0,5.36170212765957,0,0,0.2,14,2
136,1,0,1,59,0,1,2,13,5,100,0.49,0.24,0,98,1,3,80,2,16.7952755905512,0,3.29133858267717,0,0,6,0.25,6
286,2,1,1,1,0,1,3,7,4,10,38,0.08,1,86,2,1,0.49,2,3.36170212765957,0,6.04255319148936,0,0,14,0.2,3
279,1,0,1,3,0,0,2,2,11,5,0.49,0.06,0,95,2,1,59,2,4.075,0,3.825,0,0,14,0.2,5
287,1,0,2,1,0,0,3,2,4,6,12,0.08,0,84,2,1,0.49,2,3.88888888888889,0,8.88888888888889,1,0,0.9500000000000001,14,2
2154,14,0,1,2,0,1,5,0.08,2,8,6,0.55,4,71,2,0,2,2,9.75,1,14.25,2,0,0.55448717948718,1,1
312,2,0,1,1,0,0,2,1,0,8,1,0.1,0,89,3,0,59,1,3.93333333333333,1,4.55,1,0,0.732348111658456,14,0.9500000000000001
218,0.08,0,1,1,0,0,2,1,7,6,19,0.2,0,83,3,0,1,2,4.53846153846154,0,5.5,0,0,0.49,0,2
2171,0,0,1,2,59,3,2,4,2,35,14,0.38,0,100,3,1,11,0.9500000000000001,3.6025641025641,0,2.67948717948718,1,0,0.986795774647887,1,2
901,7,0,1,0,0,0,1,1,0,1,34,0.9500000000000001,0,0,1,4,0.08,2,3.23529411764706,1,1.38235294117647,1,0,0.49,1,3
1037,1,0,1,1,0,0,2,1,2,14,34,0.2,0,90,1,1,7,3,4.30555555555556,0,2.75,0,0,1,0.49,0.9500000000000001
