,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
148,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,1,0,1,0,6,0,2,1,0,0,0,0.25,0,0,1,0,0,1,10.8571428571429,0,4.14285714285714,1,0,0.640449438202247,1.0,0
2201,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1,2,1,1,2,0,1,13,29,12,14,0.04,0,75,3,6,1,2,3.73913043478261,0,3.41304347826087,0,0,0.472118959107807,0.333333333333333,2
849,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,1,14,1,1,0,0,2,12,1,7,40,0.11,0,73,1,3,0,2,3.03571428571429,0,3.19642857142857,0,0,0.806451612903226,1.0,3
2293,0,1,1,2,0,1,3,3,3,1,0,0.08,4,100,3,0,9,2,3.35,0,11.8,0,0,0.648739495798319,1.0,0
2311,3,18,1,5,0,0,3,5,0,22,14,0.08,1,93,1,0,0,2,4.65714285714286,1,7.74285714285714,1,0,0.846590909090909,0.666666666666667,0
203,0,0,1,0,1,0,1,1,2,12,50,0.35,0,93,1,5,0,2,2.80769230769231,0,1.19230769230769,0,0,0.724852071005917,1.0,1
1881,,,,,,,,,,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2,1,2,2,0,1,3,2,6,12,27,0.17,0,87,2,0,1,2,4.02777777777778,0,6.08333333333333,1,0,0.75992438563327,0.5,1
