,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
853,0,1,1,4,1,0,2,5,2,20,14.5,0.16,0,96,4,1,10.0,2,4.07407407407407,0,3.22222222222222,0,0,0.925925925925926,0.0,4
977,0,4,1,0,2,1,3,2,0,0,2,0.35,2,0,1,1,3,1,6.42857142857143,0,5.57142857142857,1,0,0.875,0.714285714285714,0
1212,0,0,1,5,2,0,2,7,6,8,18,0.08,1,87,4,0,3,3,2.92,0,6.4,0,0,0.875,0.714285714285714,1
1692,0,0,1,1,2,0,2,24,5,8,35,0.05,1,75,4,0,0,2,2.39024390243902,0,38.4,1,0,0.41180562527789355,0.714285714285714,1
286,2,1,1,1,0,1,3,7,4,10,38,0.13,1,86,2,1,8.5,2,3.36170212765957,0,23.5,0,0,0.925925925925926,0.0,3
273,0,0,1,0,0,0,1,1,2,3,7,0.33,0,76,4,0,0,1,3.3,1,38.4,1,0,0.41180562527789355,0.333333333333333,0
1730,0,0,1,4,0,2,1,8,5,4,23,0.25,3,70,5,0,0,2,3.3448275862069,0,19.0,2,0,0.321608040201005,0.714285714285714,2
136,7,0,1,7,0,1,2,13,32,9.5,32.0,0.24,0,98,1,3,6.5,2,16.7952755905512,0,3.29133858267717,0,0,0.725190839694656,0.0,6
181,1,2,1,1,2,0,1,13,2.5,12,14,0.04,0,75,3,6,10.0,2,3.73913043478261,0,19.0,0,0,0.875,0.0,2
2549,2,0,1,3,0,0,2,7,0,2,14,0.13,1,80,5,0,2,2,2.6875,0,14.5,1,0,1.0,0.714285714285714,0
328,1,1,1,3,2,0,2,13,7,1,14.5,0.08,0,97,3,11,3,3,6.0875,0,2.95,0,0,0.536423841059603,0.333333333333333,3
1925,1,0,1,2,1,2,2,2,1,13,14,0.31,0,80,1,0,4,3,4.0,1,17.14285714285715,1,0,0.4705895653522145,0.1666666666666665,3
215,9.5,0,1,0,0,0,1,1,1,1,14.5,0.12,0,1,1,4,10.0,2,1.89393939393939,1,1.5,1,0,0.925925925925926,0.0,1
199,9.5,0,1,6,0,1,1,1,9,19.0,8.5,0.4,0,97,1,2,4.5,2,3.0,0,2.01052631578947,0,0,0.578005115089514,0.0,2
218,20.0,0,1,1,0,0,2,1,7,6,19,0.11,0,83,3,0,10.0,2,4.53846153846154,0,19.0,0,0,0.875,0.0,2
279,1,0,1,3,0,0,2,2,11,12.5,14.5,0.06,0,95,2,1,10.0,2,4.075,0,3.825,0,0,0.925925925925926,0.0,5
569,9.5,0,1,1,0,2,1,1,0,4.0,21.5,0.66,0,95,1,1,3,1,6.29166666666667,2,1.14583333333333,1,0,0.875,0.0,1
