,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
2283,13,0,1,2,0,0,2,3,0,6,32,0.12,0,88,2,0,23,3,2.73333333333333,0,3.44444444444444,0,0,0.839400428265525,0.0,0
286,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,2,1,1,4,1,0,2,8,0,4,14,0.13,1,84,2,0,8,2,3.05882352941176,0,5.0,1,0,0.713692946058091,0.4142857142857145,1
1212,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,1,0,1,1,2,0,2,24,5,8,35,0.05,1,75,4,0,13,2,2.39024390243902,0,6.17073170731707,1,0,0.6,0.1666666666666665,1
2591,3,3,1,2,1,2,2,11,5,16,44,0.09,4,83,5,1,24,2,3.89090909090909,0,8.70909090909091,1,0,0.976784677887406,0.428571428571429,2
136,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1,1,1,3,2,0,2,13,7,1,71,0.08,0,97,3,11,13,3,6.0875,0,2.95,0,0,0.536423841059603,0.428571428571429,2
1645,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,1,14,1,1,0,0,2,12,1,7,40,0.11,0,73,1,3,20,2,3.03571428571429,0,3.19642857142857,0,0,0.806451612903226,0.1666666666666665,0
1201,6,0,1,6,0,0,2,14,1,27,28,0.06,0,100,3,9,15,2,3.77142857142857,0,4.85714285714286,0,0,0.994230769230769,1.0,0
1229,0,0,1,1,1,0,2,2,2,12,58,0.04,0,94,2,0,9,2,0.65,0,5.81666666666667,0,0,0.85337552742616,0.1666666666666665,5
2201,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,0,1,1,2,0,1,3,3,3,1,16,0.08,4,100,3,0,9,2,3.35,0,11.8,0,0,0.648739495798319,1.0,1
2549,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,4,0,1,2,0,1,2,1,0,3,8,0.31,0,80,3,0,18,1,3.0,1,5.66666666666667,1,0,0.970873786407767,0.0,1
1881,0,0,1,1,0,1,1,13.5,4,5,26,0.16,0,87,1,0,7,5,3.1,0,2.7,1,0,0.495016611295681,0.5,4
1161,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,3,18,1,5,0,0,3,5,0,22,14,0.08,1,100,1,0,34,2,4.65714285714286,1,7.74285714285714,1,0,0.846590909090909,0.428571428571429,0
101,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0,1,2,2,0,3,4,2,10,8,4,0.28,1,84,3,0,6,2,3.93333333333333,0,7.2,1,0,0.407228915662651,0.0,2
835,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1,0,1,1,0,0,3,1,0,8,14,0.15,0,77,1,0,4,1,8.73333333333333,2,3.86666666666667,1,0,0.614107883817427,0.4142857142857145,4
1137,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,5,0,1,2,0,0,1,13.5,2,7,3,0.14,0,72,4,0,10,1,4.0,2,7.5,3,0,0.526011560693642,1.0,1
2049,1,0,1,2,1,0,2,13.5,1,13,17,0.13,0,85,2,0,5,1,2.78947368421053,1,3.15789473684211,1,0,0.676113360323887,1.0,3
92,,,,,,,,,,,,,,,,,,,,,,,,,,
990,0,4,1,3,0,0,3,10.5,0,8,8,0.13,1,76,1,1,19,1,5.25,2,6.33333333333333,1,0,0.411016949152542,0.0,1
153,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,0,0,1,0,0,0,2,1,2,0,21,0.11,0,43.5,1,2,13,2,2.43478260869565,0,4.43478260869565,1,0,0.449781659388646,0.5,1
271,,,,,,,,,,,,,,,,,,,,,,,,,,
314,1,0,2,1,0,1,3,30.0,0,4,5,0.87,0,70,3,0,7,1,2.66666666666667,1,4.16666666666667,1,0,0.360759493670886,0.558441558441558,2
569,0,0,1,1,0,2,1,2.5,0,24,48,0.365,0,100,1,1,3,1,6.29166666666667,2,1.14583333333333,1,0,0.418136020151133,0.5,1
13,0,0,1,1,0,0,2,2,6,4,12,0.28,0,81,1,0,8,2,2.38888888888889,0,3.0,1,0,0.849056603773585,1.0,2
1047,1,0,1,1,0,1,2,3,6,14,32,0.24,0,54.5,2,5,3,2,8.76923076923077,1,2.41025641025641,1,0,0.621103117505995,1.0,2
2289,1,23,1,3,0,0,2,16,3,12,34,0.17,0,100,2,0,16,3,3.18032786885246,1,4.14754098360656,1,0,0.851251840942563,0.1666666666666665,2
1925,1,0,1,2,1,2,2,2,1,13,14,0.31,0,80,1,0,4,5,4.0,1,3.5,1,0,0.660583941605839,1.0,2
1142,0,0,1,0,2,3,1,2,3,5,9,0.29,2,83,5,0,14,2,3.33333333333333,0,7.41666666666667,2,0,0.928571428571429,0.8,1
1730,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,1,0,1,1,0,0,1,4,0,3,6,0.13,4,81.5,1,0,10,2,2.85714285714286,1,9.42857142857143,2,0,0.98974358974359,1.0,1
255,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,0,0,1,4,4,4,2,1,0,7,8,0.56,0,89,1,0,1,1,8.125,1,3.5,1,0,0.440217391304348,0.6333333333333335,3
1282,0,0,1,1,1,3,4,17.0,1,1,10,0.17,7,86,5,0,9,1,2.72727272727273,0,12.2727272727273,1,0,0.563192904656319,0.558441558441558,3
900,0,0,1,0,0,0,1,15.5,0,1,25,0.055,0,87.0,1,4,7,2,2.96,1,1.36,1,0,0.272151898734177,0.1666666666666665,1
204,2,0,1,1,0,0,2,6.5,8,8,20,0.12,0,82,2,2,9,2,3.53333333333333,0,3.96666666666667,0,0,0.636075949367089,1.0,2
1072,1,0,1,0,6,0,2,13.5,0,0,6,0.095,0,43.5,1,0,0,1,10.8571428571429,0,4.14285714285714,1,0,0.640449438202247,0.4142857142857145,1
977,1,4,1,0,2,1,3,18.0,0,0,2,0.07500000000000001,2,69.5,1,1,11,1,6.42857142857143,0,5.57142857142857,1,0,0.418300653594771,0.714285714285714,0
206,0,33,1,0,0,4,1,1,0,0,10,3.59,0,97.0,1,1,6,1,4.30232558139535,0,0.511627906976744,0,0,0.6996699669967,0.1666666666666665,1
128,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,0,0,2,1,0,6,7,2,6,6,3,0.3,5,73,3,1,6,1,4.44444444444444,1,13.5555555555556,2,0,0.352030947775629,0.1666666666666665,3
