,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
856,1,0,1,1,0,0,3,1,0,8,14,0.15,0,77,1,0,4,1,8.73333333333333,2,3.86666666666667,1,0,0.614107883817427,1.0,2
2158,2,0,1,2,0,1,2,1,0,3,8,0.31,0,80,3,0,18,1,3.0,1,14.5,1,0,0.970873786407767,0.5,1
314,0,0,2,1,0,1,3,1,0,4,5,0.87,0,70,3,0,7,1,2.66666666666667,1,4.16666666666667,1,0,0.360759493670886,1.0,2
1692,1,0,1,1,2,0,2,24,5,8,35,0.05,1,75,4,0,13,2,2.39024390243902,0,6.17073170731707,1,0,0.45020325203252,1.0,1
328,1,1,1,3,2,0,2,13,7,1,71,0.08,0,97,3,11,13,3,6.0875,0,2.95,0,0,0.390712682379349,0.666666666666667,3
1881,0,0,1,1,0,1,1,1,4,5,26,0.4,0,87,1,0,2,5,3.1,0,2.7,1,0,0.495016611295681,0.5,4
2549,2,0,1,3,0,0,2,7,0,2,14,0.13,1,80,5,0,7,2,2.6875,0,5.6875,1,1,1.0,1.0,0
990,0,4,4,3,0,0,3,1,0,8,8,0.13,1,76,1,1,19,1,5.25,2,6.33333333333333,1,0,0.875,0.5,0
2015,0,1,2,2,0,3,4,2,10,8,4,0.28,1,84,3,0,6,2,3.93333333333333,0,7.2,1,1,0.626373626373626,0.666666666666667,1
1730,0,0,1,4,0,2,1,8,5,4,23,0.25,3,70,5,0,11,2,3.3448275862069,0,7.20689655172414,2,0,0.555555555555556,1.0,2
1161,0,0,1,13,0,0,2,5,6,7,14,0.18,1,85,3,1,16,2,3.0952380952381,0,5.95238095238095,2,0,0.707142857142857,0.1666666666666665,1
853,3,1,1,4,1,0,2,5,2,20,75,0.16,0,96,4,1,6.5,2,4.07407407407407,0,3.22222222222222,0,0,0.975609756097561,0.0,4
1925,0,0,1,2,1,2,2,2,1,13,14,0.31,0,80,1,0,4,5,4.0,1,3.5,1,0,0.660583941605839,1.0,3
2293,0,1,1,2,0,1,2,3,3,1,16,0.08,4,100,3,0,9,2,3.35,0,11.8,0,0,0.648739495798319,1.0,0
101,1,0,1,2,0,0,3,1,6,7,27,0.09,0,91,2,0,31,1,5.70588235294118,1,7.91176470588235,1,0,0.875,0.0,2
2548,2,1,1,4,1,0,2,8,0,1,14,0.13,1,84,2,0,8,2,3.05882352941176,0,5.0,1,0,0.713692946058091,1.0,1
273,1,0,1,0,0,0,1,1,2,3,7,0.33,0,76,4,0,10,1,3.3,1,14.5,1,0,0.505050505050505,0.666666666666667,0
1167,1,0,1,1,0,0,1,1,1,5,3,0.24,1,70,2,4,14.0,1,3.2,1,10.2,1,0,1.0,0.4142857142857145,0
286,4,1,1,1,0,1,3,7,4,10,38,0.13,1,86,2,1,43,2,3.36170212765957,0,14.5,0,0,0.925925925925926,0.0,1
885,4,8,1,6,0,0,2,27,11,34,99,0.08,0,96,3,3,2.5,3,4.04918032786885,0,4.55737704918033,0,0,0.925925925925926,0.0,4
1142,0,0,1,0,2,3,1,2,3,5,9,0.29,2,83,5,0,14,2,2.14285714285714,0,7.41666666666667,2,0,0.928571428571429,1.0,3
1037,0,0,1,2,0,0,2,1,2,14,34,0.2,0,90,1,1,7,3,4.30555555555556,0,2.75,0,1,0.975609756097561,1.0,2
271,1,1,2,1,0,2,3,4,11,14,34,0.19,0,89,2,2,14.0,2,4.14893617021277,0,5.36170212765957,0,0,0.975609756097561,0.0,2
2591,3,3,1,2,1,2,2,11,5,16,37.0,0.09,4,83,5,1,24,2,3.89090909090909,0,8.70909090909091,1,0,0.976784677887406,0.666666666666667,0
977,1,4,1,0,2,1,3,2,0,0,2,0.35,2,0,1,1,5,1,6.42857142857143,0,5.57142857142857,1,0,0.418300653594771,1.0,0
1072,1,0,1,0,6,0,2,1,0,0,6,0.25,0,0,1,0,0,1,10.8571428571429,0,14.5,1,0,0.640449438202247,1.0,0
279,1,0,1,3,0,0,2,2,11,24,8.5,0.06,0,95,2,1,48,2,4.075,0,3.825,0,0,0.975609756097561,0.0,5
1066,0,0,1,4,4,4,2,1,0,7,8,0.56,0,89,1,0,1,1,8.125,1,3.5,1,0,0.925925925925926,1.0,3
2530,1,0,1,1,0,0,1,4,0,3,6,0.13,4,37,1,0,7,2,2.85714285714286,1,14.5,2,0,0.98974358974359,1.0,1
569,0,0,1,1,0,2,1,1,0,24,48,0.66,0,95,1,1,3,1,6.29166666666667,2,1.14583333333333,1,0,0.418136020151133,0.0,1
