,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
52,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,
79,0.0,1.0,2.0,4.0,1.0,0.73,0.0,84.0,3.0,4.0,9.0,4.0,11.5714285714286,1.0,3.19047619047619,1.0,1.0,0.739130434782609,0.0,24.0,0.6,0.0,1.0,6.0
95,,,,,,,,,,,,,,,,,,,,,,,,
42,0.9500000000000002,2.0,0.0,7.0,0.0,0.9199999999999999,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,258.0,0.666666666666667,0.0,2.0,5.0
247,,,,,,,,,,,,,,,,,,,,,,,,
1126,,,,,,,,,,,,,,,,,,,,,,,,
1127,,,,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,
1189,,,,,,,,,,,,,,,,,,,,,,,,
43,0.0,1.0,28.0,6.0,0.0,0.74,0.0,64.0,1.0,0.0,19.0,1.0,5.96428571428571,2.0,4.78571428571429,1.0,1.0,0.6,0.0,70.0,0.3,0.0,4.0,2.0
1363,0.0,2.0,0.0,4.0,0.0,0.47,0.0,60.0,2.0,1.0,9.0,3.0,3.2,0.0,4.8,0.0,1.0,1.22222222222222,0.0,13.0,0.333333333333333,0.0,2.0,2.0
218,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,
1125,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,
1397,0.0,6.0,0.0,20.0,0.0,0.6499999999999999,3.0,50.0,2.0,2.0,8.0,1.0,3.16666666666667,2.0,9.16666666666667,1.0,1.0,1.11111111111111,0.0,4.0,0.5,0.0,1.0,2.0
328,,,,,,,,,,,,,,,,,,,,,,,,
331,0.0,1.0,0.0,1.0,2.0,0.18999999999999995,0.0,50.0,2.0,0.0,21.0,2.0,6.08333333333333,1.0,7.58333333333333,1.0,1.0,1.75,0.0,31.0,0.333333333333333,0.0,5.0,2.0
299,,,,,,,,,,,,,,,,,,,,,,,,
339,0.0,2.0,0.0,1.0,3.0,0.22999999999999998,0.0,65.0,2.0,6.0,17.0,1.0,6.5,1.0,6.4,0.0,1.0,1.58333333333333,0.0,51.0,0.333333333333333,0.0,3.0,3.0
342,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,
1419,,,,,,,,,,,,,,,,,,,,,,,,
1420,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,
1437,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,,
1444,,,,,,,,,,,,,,,,,,,,,,,,
1445,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,,,,,
1467,,,,,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,,,,,,,,
476,0.0,1.0,0.0,4.0,0.0,1.85,0.0,100.0,1.0,1.0,8.0,2.0,5.79545454545455,0.0,0.8181818181818183,0.0,1.0,0.0,0.0,164.0,0.363636363636364,0.0,4.0,7.0
494,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,,,,,
1485,,,,,,,,,,,,,,,,,,,,,,,,
640,0.0,1.0,21.0,4.0,0.0,0.51,0.0,90.0,1.0,1.0,9.0,2.0,6.0,2.0,5.0,1.0,1.0,0.894736842105263,0.0,36.0,0.24999999999999994,0.0,2.0,5.0
1498,1.0,2.0,0.0,5.0,3.0,0.44999999999999996,0.0,74.0,1.0,3.0,11.0,2.0,4.66666666666667,1.0,4.26666666666667,1.0,1.0,1.05263157894737,0.0,16.0,0.333333333333333,0.0,1.0,3.0
647,,,,,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,,,,,,
1510,,,,,,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,,,,,
1513,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,,
1519,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,,,,,,,
470,1.0,2.0,1.0,5.0,5.0,0.3700000000000001,2.0,87.0,2.0,0.0,23.0,4.0,8.48,0.0,7.04,1.0,1.0,1.37037037037037,0.0,88.0,0.3,0.0,6.0,7.0
755,,,,,,,,,,,,,,,,,,,,,,,,
1516,,,,,,,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,,,,,,,
