Antecedent,Antecedent Coverage %,Confidence,Lift
0.3 < MAJOR_COMMIT <= 0.95,0.10982,0.99593,1.14995
MAJOR_COMMIT <= 0.3,0.20313,0.98901,1.14195
1 < CountClassCoupled <= 3.75,0.19866,0.98202,1.13388
MAJOR_LINE <= -0.03,0.10848,0.97119,1.12138
-0.03 < MAJOR_LINE <= 0.63,0.28214,0.96677,1.11627
3.75 < CountClassCoupled <= 8.1,0.2058,0.96529,1.11456
0.63 < MAJOR_LINE <= 1.4,0.21161,0.96414,1.11323
CountLineComment <= 17,0.12277,0.96,1.10845
0.95 < MAJOR_COMMIT <= 1.385,0.28795,0.94729,1.09377
1.385 < MAJOR_COMMIT <= 2.68,0.2,0.9442,1.09021
