Antecedent,Antecedent Coverage %,Confidence,Lift
0.28 < MAJOR_COMMIT <= 0.96,0.11518,0.99612,1.20873
MAJOR_COMMIT <= 0.28,0.21295,0.99161,1.20326
MAJOR_LINE <= 0.04,0.25938,0.98623,1.19673
0.04 < MAJOR_LINE <= 0.8,0.1317,0.97966,1.18875
1.3 < CountClassCoupled <= 4.75,0.19107,0.97897,1.18792
0.96 < MAJOR_COMMIT <= 1.63,0.27455,0.97398,1.18187
CountClassCoupled <= 1.3,0.20982,0.9617,1.16696
36.4 < CountLineComment <= 54.4,0.19375,0.95161,1.15472
PercentLackOfCohesion <= 12.4,0.20045,0.94655,1.14857
CountOutput_Mean <= 1.92,0.20804,0.93991,1.14052
