Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.31,0.21116,0.98943,1.18141
1.2 < CountClassCoupled <= 4.05,0.17857,0.98,1.17015
0.31 < MAJOR_COMMIT <= 0.98,0.09643,0.97685,1.16639
0.11 < MAJOR_LINE <= 0.91,0.13036,0.96575,1.15314
CountLineComment <= 17.5,0.12634,0.96466,1.15184
MAJOR_LINE <= 0.11,0.23839,0.96442,1.15155
0.46 < RatioCommentToCode <= 1.03 & -0.245 < CountClassDerived <= 0.075,0.17589,0.96193,1.14857
4.05 < CountClassCoupled <= 8.15,0.20045,0.95991,1.14616
CountClassBase <= 0.926,0.1183,0.95849,1.14447
0.98 < MAJOR_COMMIT <= 1.59,0.28884,0.94745,1.13128
