Antecedent,Antecedent Coverage %,Confidence,Lift
0.255 < MAJOR_COMMIT <= 0.92,0.12634,0.99293,1.13826
1.05 < CountClassCoupled <= 3.95,0.20536,0.98913,1.13391
MAJOR_COMMIT <= 0.255,0.20759,0.97634,1.11925
MAJOR_LINE <= -0.1,0.11473,0.97276,1.11514
-0.1 < MAJOR_LINE <= 0.47,0.28929,0.96605,1.10745
0.92 < MAJOR_COMMIT <= 1.305,0.26696,0.96321,1.10419
CountInput_Min > 2.16,0.18705,0.96181,1.10259
0.085 < MaxNesting_Mean <= 0.445,0.18036,0.95545,1.09529
CountOutput_Min > 2.99,0.20313,0.95385,1.09346
3.95 < CountClassCoupled <= 7.8,0.20625,0.95238,1.09178
