Antecedent,Antecedent Coverage %,Confidence,Lift
0.27 < MAJOR_COMMIT <= 0.98,0.12098,0.99631,1.21092
MAJOR_COMMIT <= 0.27,0.2058,0.99132,1.20486
1.95 < CountClassCoupled <= 4.9,0.18125,0.97537,1.18547
CountLineComment <= 19,0.13438,0.9701,1.17907
MAJOR_LINE <= 0.12,0.24911,0.96416,1.17185
0.98 < MAJOR_COMMIT <= 1.65,0.27366,0.96248,1.16981
0.12 < MAJOR_LINE <= 0.88,0.12812,0.96167,1.16883
CountClassCoupled <= 1.95,0.20938,0.94883,1.15321
OWN_COMMIT <= 0.155 & -0.1055 < MINOR_COMMIT <= 0.0195,0.19643,0.93636,1.13807
4.9 < CountClassCoupled <= 8.4,0.21652,0.93402,1.13522
