Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.2,0.20938,0.98507,1.17809
0.2 < MAJOR_COMMIT <= 0.9,0.13839,0.97419,1.16508
0.3 < CountClassCoupled <= 4.05,0.22054,0.97166,1.16205
CountClassCoupled <= 0.3,0.19241,0.96056,1.14877
MAJOR_LINE <= 0.13,0.2308,0.95745,1.14505
0.13 < MAJOR_LINE <= 0.9,0.14598,0.95719,1.14474
CountLineComment <= 15,0.11027,0.95547,1.14268
0.9 < MAJOR_LINE <= 1.69,0.22009,0.93915,1.12317
4.05 < CountClassCoupled <= 9,0.19509,0.93593,1.11931
15 < CountLineComment <= 37.5,0.31741,0.93249,1.1152
