Antecedent,Antecedent Coverage %,Confidence,Lift
0.35 < MAJOR_COMMIT <= 0.98,0.09688,0.99078,1.16685
MAJOR_COMMIT <= 0.35,0.20446,0.98908,1.16485
0.6 < CountClassCoupled <= 4.05,0.2442,0.9872,1.16264
0 < MAJOR_LINE <= 0.69,0.12946,0.98621,1.16146
MAJOR_LINE <= 0,0.26116,0.96752,1.13946
CountLineComment <= 10,0.11027,0.95951,1.13003
PercentLackOfCohesion <= 6,0.20357,0.95395,1.12347
0.98 < MAJOR_COMMIT <= 1.465,0.31071,0.95259,1.12187
CountClassCoupled <= 0.6,0.17589,0.95178,1.12091
10 < CountLineComment <= 37.5,0.33929,0.95,1.11882
