Antecedent,Antecedent Coverage %,Confidence,Lift
0.29 < MAJOR_COMMIT <= 0.94,0.10625,1.0,1.15286
MAJOR_COMMIT <= 0.29,0.21161,0.99789,1.15042
0.35 < CountClassCoupled <= 3.95,0.20982,0.99149,1.14304
MAJOR_LINE <= 0.07,0.24554,0.97818,1.1277
MINOR_LINE <= 0.96,0.10938,0.97551,1.12462
CountLineComment <= 18.6,0.14554,0.97546,1.12457
3.95 < CountClassCoupled <= 8.15,0.19777,0.97517,1.12423
CountClassBase <= 0.936,0.15313,0.97085,1.11925
0.07 < MAJOR_LINE <= 0.76,0.13214,0.96959,1.1178
CountInput_Min > 1.97,0.2067,0.96544,1.11302
