Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.25,0.2067,0.99568,1.15621
0.25 < MAJOR_COMMIT <= 0.91,0.11518,0.98837,1.14772
1 < CountClassCoupled <= 3.8,0.18393,0.98544,1.14431
MAJOR_LINE <= -0.03,0.10982,0.98374,1.14234
0.485 < RatioCommentToCode <= 0.935 & 0.892 < AvgEssential <= 1.006,0.12902,0.9827,1.14113
3.8 < CountClassCoupled <= 7.05,0.2125,0.96849,1.12463
PercentLackOfCohesion <= 9.6,0.20134,0.96674,1.1226
-0.03 < MAJOR_LINE <= 0.41,0.2433,0.9578,1.11222
-0.07 < CountDeclClassVariable <= 0.86,0.28304,0.95584,1.10994
CountLineComment <= 17.6,0.125,0.95357,1.10731
