Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.28,0.20893,0.98932,1.17688
0.28 < MAJOR_COMMIT <= 0.96,0.125,0.98571,1.1726
0.9 < CountClassCoupled <= 3.5,0.2192,0.98371,1.17021
-0.01 < MAJOR_LINE <= 0.65,0.29152,0.9755,1.16044
39 < CountLineComment <= 65,0.22143,0.96774,1.15122
3.5 < CountClassCoupled <= 6.6,0.19598,0.96583,1.14894
MAJOR_LINE <= -0.01,0.10357,0.96552,1.14857
CountLineComment <= 2,0.07545,0.9645,1.14736
0.65 < MAJOR_LINE <= 1.42,0.21339,0.96444,1.14728
0.96 < MAJOR_COMMIT <= 1.48,0.26429,0.95946,1.14136
