Antecedent,Antecedent Coverage %,Confidence,Lift
0.32 < MAJOR_COMMIT <= 0.99,0.10714,0.98333,1.17916
MAJOR_COMMIT <= 0.32,0.20268,0.98018,1.17537
0.95 < CountClassCoupled <= 3.9,0.22411,0.9741,1.16809
-0.06 < MAJOR_LINE <= 0.59,0.28259,0.96998,1.16315
MAJOR_LINE <= -0.06,0.11384,0.96078,1.15212
3.9 < CountClassCoupled <= 8.45,0.18973,0.95765,1.14836
0.99 < MAJOR_COMMIT <= 1.52,0.29241,0.95573,1.14605
CountClassBase <= 0.898,0.16161,0.93923,1.12627
CountClassCoupled <= 0.95,0.18616,0.93765,1.12438
0.81 < OWN_COMMIT <= 1.002,0.30134,0.93481,1.12098
