Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.54,0.19866,0.99326,1.20591
1.2 < CountClassCoupled <= 4.65,0.19241,0.98376,1.19437
RatioCommentToCode > 2.54,0.11384,0.96471,1.17124
CountLineComment <= 18.5,0.13438,0.96013,1.16569
MAJOR_LINE <= 0.06,0.25,0.95536,1.15989
0.06 < MAJOR_LINE <= 0.8,0.13482,0.95033,1.15379
CountClassBase <= 0.896,0.15759,0.94901,1.15218
1.08 < MAJOR_COMMIT <= 1.79,0.1308,0.94881,1.15194
CountClassCoupled <= 1.2,0.20714,0.94397,1.14606
CountOutput_Mean <= 1.68,0.19509,0.9405,1.14186
