Antecedent,Antecedent Coverage %,Confidence,Lift
3.75 < CountClassCoupled <= 6.95,0.18661,0.98086,1.14853
MAJOR_COMMIT <= 0.295,0.2058,0.98048,1.14808
-0.06 < CountDeclClassVariable <= 0.76,0.26116,0.97778,1.14491
0.8 < CountClassCoupled <= 3.75,0.22098,0.97778,1.14491
MAJOR_LINE <= 0.08,0.23661,0.9717,1.1378
0.295 < MAJOR_COMMIT <= 0.94,0.11964,0.97015,1.13598
0.08 < MAJOR_LINE <= 0.75,0.14241,0.96238,1.12689
PercentLackOfCohesion <= 10.5,0.20313,0.96044,1.12461
0.94 < MAJOR_COMMIT <= 1.44,0.27857,0.95353,1.11652
CountClassBase <= 0.948,0.13438,0.95349,1.11647
