Antecedent,Antecedent Coverage %,Confidence,Lift
0.29 < MAJOR_COMMIT <= 0.955,0.10045,0.99111,1.1327
MAJOR_COMMIT <= 0.29,0.19955,0.98658,1.12752
0.4 < CountClassCoupled <= 3.9,0.24018,0.98327,1.12374
0.955 < MAJOR_COMMIT <= 1.28,0.30402,0.96769,1.10594
1.2 < CountOutput_Mean <= 2.88,0.21339,0.96025,1.09743
MAJOR_LINE <= 0.02,0.26652,0.95812,1.095
3.9 < CountClassCoupled <= 7.3,0.1875,0.95714,1.09388
0.02 < MAJOR_LINE <= 0.65,0.13036,0.95548,1.09198
0.892 < OWN_COMMIT <= 1.014,0.30446,0.95308,1.08923
0.055 < MaxNesting_Mean <= 0.38,0.18348,0.95134,1.08724
