Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.475,0.20134,0.98004,1.16092
0.475 < MAJOR_COMMIT <= 0.98,0.07768,0.97701,1.15733
0.03 < MAJOR_LINE <= 0.7,0.13705,0.96417,1.14211
MAJOR_LINE <= 0.03,0.24821,0.96043,1.13769
3.75 < CountClassCoupled <= 8.15,0.21339,0.95607,1.13252
AvgEssential <= 0.903,0.10893,0.95082,1.1263
0.08 < MaxNesting_Mean <= 0.415,0.18929,0.95047,1.12589
0.7 < CountClassCoupled <= 3.75,0.19732,0.94344,1.11756
CountInput_Mean <= 1.46,0.19554,0.94064,1.11424
0.98 < MAJOR_COMMIT <= 1.4,0.32277,0.93914,1.11247
