Antecedent,Antecedent Coverage %,Confidence,Lift
0.26 < MAJOR_COMMIT <= 0.96,0.12455,0.99283,1.17669
MAJOR_COMMIT <= 0.26,0.20804,0.98712,1.16993
1.25 < CountClassCoupled <= 4.55,0.21116,0.98097,1.16263
0.13 < MAJOR_LINE <= 0.88,0.15625,0.97714,1.1581
4.55 < CountClassCoupled <= 8.1,0.19866,0.97303,1.15323
PercentLackOfCohesion <= 7,0.20089,0.96889,1.14831
0.96 < MAJOR_COMMIT <= 1.57,0.26652,0.95477,1.13158
MAJOR_LINE <= 0.13,0.22723,0.95285,1.1293
-0.34 < CountDeclClassVariable <= 0.7,0.28616,0.95164,1.12787
CountClassCoupled <= 1.25,0.19688,0.95011,1.12606
