Antecedent,Antecedent Coverage %,Confidence,Lift
0.24 < MAJOR_COMMIT <= 0.955,0.11652,0.98467,1.18648
MAJOR_COMMIT <= 0.24,0.21518,0.97925,1.17995
1 < CountClassCoupled <= 5.1,0.225,0.97817,1.17865
MAJOR_LINE <= 0.05,0.25045,0.97683,1.17703
0.05 < MAJOR_LINE <= 0.76,0.13304,0.9698,1.16856
5.1 < CountClassCoupled <= 9,0.17991,0.9603,1.15711
CountLineComment <= 18.8,0.13348,0.94314,1.13644
MINOR_LINE <= 0.99,0.10313,0.93939,1.13192
CountClassBase <= 0.888,0.14554,0.93252,1.12363
0.955 < MAJOR_COMMIT <= 1.455,0.25804,0.9308,1.12156
