test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
20,0,3.0,2.0,1.0,0.0,0.0,5.0,175.0,1.0,3.0,3.0,19.0,17.31,70.0,2.0,168.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,0.0,2.0,0.414765100671141,1.0,0.0,4.0,0.7227279256097268,0.27727207439027324
20,1,3.0,2.0,1.0,0.0,64.0,5.0,175.0,1.0,3.0,3.0,19.0,15.61,70.0,2.0,0.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,0.0,2.0,0.414765100671141,1.0,0.0,1.0,0.6473902570155154,0.3526097429844846
20,2,3.0,2.0,1.0,0.0,743.0,5.0,175.0,1.0,3.0,3.0,19.0,14.49,70.0,2.0,0.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,0.0,2.0,0.414765100671141,1.0,0.0,2.0,0.6473902570155154,0.3526097429844846
20,3,3.0,2.0,1.0,0.0,0.0,5.0,175.0,1.0,3.0,3.0,19.0,18.11,70.0,2.0,0.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,0.0,2.0,0.414765100671141,0.7,0.0,3.0,0.5137377050691406,0.4862622949308594
20,4,3.0,2.0,1.0,0.0,0.0,5.0,175.0,1.0,3.0,3.0,19.0,16.94,70.0,2.0,0.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,0.0,2.0,0.414765100671141,0.6,0.0,3.0,0.5115164859158635,0.4884835140841365
20,5,3.0,2.0,1.0,0.0,0.0,5.0,175.0,1.0,3.0,3.0,19.0,11.52,70.0,2.0,216.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,0.0,2.0,0.414765100671141,1.0,0.0,0.0,0.7227279256097268,0.27727207439027324
20,6,3.0,2.0,1.0,0.0,526.0,5.0,175.0,1.0,3.0,3.0,19.0,25.22,70.0,2.0,0.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,0.0,2.0,0.414765100671141,1.0,0.0,0.0,0.6473902570155154,0.3526097429844846
20,7,3.0,2.0,1.0,0.0,0.0,5.0,175.0,1.0,3.0,3.0,19.0,20.36,70.0,2.0,45.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,0.0,2.0,0.414765100671141,0.8,0.0,2.0,0.5509507831819433,0.44904921681805665
20,8,3.0,2.0,1.0,0.0,492.0,5.0,175.0,1.0,3.0,3.0,19.0,28.95,70.0,2.0,0.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,0.0,2.0,0.414765100671141,1.1,0.0,4.0,0.6473902570155154,0.3526097429844846
20,9,3.0,2.0,1.0,0.0,38.0,5.0,175.0,1.0,3.0,3.0,19.0,28.1,70.0,2.0,0.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,0.0,2.0,0.414765100671141,1.1,0.0,0.0,0.6473902570155154,0.3526097429844846
