,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
128,0.392307692307692,18.0,0.408163265306122,1.0,2.0,4.0,1.0,1.0,0.0,-4.440892098500626e-16,-8.881784197001252e-16,3.67,0.0,-7.105427357601002e-15,2.0,4.0,18.0,2.0,4.87755102040816,2.0,0.408163265306122,2.220446049250313e-16,0.0,0.392307692307692,1.0,3.0
181,0.472118959107807,22.0,1.0,0.333333333333333,1.0,0.0,1.0,13.0,29.000000000000004,12.0,14.0,0.040000000000000036,0.0,75.0,3.0,6.0,22.0,2.0,3.73913043478261,0.0,3.41304347826087,2.220446049250313e-16,0.0,0.472118959107807,0.333333333333333,2.0
101,,,,,,,,,,,,,,,,,,,,,,,,,,
193,-5.551115123125783e-17,1.0429700565327338,28.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,67.0,0.09999999999999998,0.0,94.0,1.0,3.0,28.0,2.0,3.6865671641791,0.0,2.35820895522388,1.0,0.0,0.35135135135135104,1.0,3.0
203,-5.551115123125783e-17,1.0,50.0,1.0,0.724852071005917,0.0,1.0,1.0,2.0,12.0,50.0,0.35,0.0,93.0,1.0,5.0,14.0,2.0,2.80769230769231,0.0,1.1923076923076903,2.220446049250313e-16,0.0,0.724852071005917,1.0,1.0
204,1.0,2.0,9.0,0.636075949367089,2.0,0.0,2.0,1.0,8.0,8.0,20.0,0.11999999999999988,0.0,82.0,2.0,2.0,9.0,2.0,3.53333333333333,0.0,3.96666666666667,2.220446049250313e-16,0.0,0.636075949367089,1.0,2.0
153,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,
218,-5.551115123125783e-17,1.0429700565327338,26.0,0.5,2.0,0.0,2.0,1.0,7.0,6.0,19.0,0.10999999999999999,0.0,83.0,3.0,0.0,26.0,2.0,4.53846153846154,0.0,5.5,2.220446049250313e-16,0.0,0.25274725274725307,0.5,2.0
2122,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,
273,0.666666666666667,2.0,1.0,0.505050505050505,1.9500000000000002,0.0,1.0,1.0,2.0,3.0,7.0,0.33000000000000007,0.0,76.0,4.0,0.0,10.0,1.0,3.3,1.0,2.2,1.0,0.0,0.505050505050505,0.666666666666667,0.0
147,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,
287,0.440318302387268,2.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,6.0,12.0,0.10999999999999999,0.0,84.0,2.0,1.0,27.0,2.0,3.88888888888889,0.0,8.88888888888889,1.0,0.0,0.440318302387268,1.0,2.0
279,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,18.0,4.0,0.5,0.0,2.5999999999999996,1.0,2.0,1.0,0.0,3.0,8.0,0.31000000000000005,0.0,80.0,3.0,0.0,18.0,1.0,3.0,1.0,5.66666666666667,1.0,0.0,0.970873786407767,0.5,1.0
