,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
136,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,,,,,,,,,,,,,,,,,,,,,,,,,,
193,94.0,1.0,1.0,0.09999999999999998,0.0,0.0,1.0,1.0,0.0,1.0,67.0,0.09999999999999998,0.0,94.0,1.0,3.0,28.0,2.0,3.6865671641791,0.0,2.35820895522388,1.0,0.0,0.35135135135135104,1.0,3.0
181,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.0,1.0,0.34999999999999987,0.0,1.0,0.0,1.0,1.0,2.0,12.0,50.0,0.35,0.0,93.0,1.0,5.0,14.0,2.0,2.80769230769231,0.0,1.1923076923076903,2.220446049250313e-16,0.0,0.724852071005917,1.0,1.0
204,1.0,1.0,0.12,1.0,0.0,0.0,2.0,1.0,8.0,8.0,20.0,0.11999999999999988,0.0,82.0,2.0,2.0,9.0,2.0,3.53333333333333,0.0,3.96666666666667,2.220446049250313e-16,0.0,0.636075949367089,1.0,2.0
199,,,,,,,,,,,,,,,,,,,,,,,,,,
206,-5.551115123125783e-17,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,-4.440892098500626e-16,10.0,3.59,0.0,-7.105427357601002e-15,1.0,1.0,6.0,1.0,4.30232558139535,0.0,0.5116279069767438,2.220446049250313e-16,0.0,0.6996699669967,1.0,1.0
101,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,-4.440892098500626e-16,-8.881784197001252e-16,3.67,0.0,-7.105427357601002e-15,2.0,4.0,18.0,2.0,4.87755102040816,2.0,0.408163265306122,2.220446049250313e-16,0.0,0.392307692307692,1.0,3.0
271,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,100.0,1.0,0.3800000000000001,1.0,0.0,3.0,2.0,4.0,17.0,35.0,61.0,0.3800000000000001,0.0,100.0,3.0,1.0,11.0,3.0,3.6025641025641,0.0,2.67948717948718,1.0,0.0,0.986795774647887,1.0,2.0
1037,90.0,1.0,1.0,0.20000000000000007,0.0,0.0,2.0,1.0,2.0,14.0,34.0,0.19999999999999996,0.0,90.0,1.0,1.0,7.0,3.0,4.30555555555556,0.0,2.75,2.220446049250313e-16,0.0,0.389830508474576,1.0,2.0
75,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,4.0,1.0,0.12,1.0,0.0,0.0,2.0,1.0,1.0,8.0,12.0,0.11999999999999988,0.0,81.0,3.0,0.0,6.0,1.0,4.05,0.0,4.8,1.0,0.0,0.953068592057762,1.0,1.0
77,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,11.999999999999998,1.0,0.10999999999999999,1.0,0.0,0.0,2.0,12.0,1.0,7.0,40.0,0.10999999999999999,0.0,73.0,1.0,3.0,20.0,2.0,3.03571428571429,0.0,3.19642857142857,2.220446049250313e-16,0.0,0.806451612903226,1.0,3.0
886,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,,,,,,,,,,,,,,,,,,,,,,,,,,
977,-5.551115123125783e-17,0.0,1.0,0.35,2.0,1.0,3.0,2.0,0.0,-4.440892098500626e-16,2.0,0.35,1.9999999999999996,-7.105427357601002e-15,1.0,1.0,11.0,1.0,6.428571428571429,0.0,5.57142857142857,1.0,0.0,0.418300653594771,1.0,0.0
812,4.0,1.0,0.19999999999999996,0.0,0.0,0.0,1.0,1.0,0.0,10.0,21.0,0.19999999999999996,0.0,88.0,2.0,0.0,1.0000000000000004,1.0,2.07692307692308,1.0,2.07692307692308,1.0,0.0,0.860576923076923,1.0,2.0
990,-5.551115123125783e-17,2.0,0.5,0.13,0.0,0.0,3.0,1.0,0.0,8.0,8.0,0.13,1.0,76.0,1.0,1.0,19.0,1.0,5.25,2.0,6.33333333333333,1.0,0.0,0.411016949152542,0.5,0.0
980,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,-5.551115123125783e-17,1.0,1.0,0.19000000000000006,0.0,0.0,1.0,1.0,9.000000000000002,6.0,2.0,0.18999999999999995,0.0,77.0,7.0,3.0,6.0,1.0,2.63636363636364,1.0,5.54545454545455,1.0,0.0,0.342281879194631,1.0,0.0
1645,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,4.0,0.12,1.0,3.9999999999999996,0.0,0.0,1.0,9.0,0.0,3.0,18.0,0.11999999999999988,1.9999999999999996,78.0,1.0,0.0,6.0,2.0,3.75,0.0,6.65,1.0,0.0,0.801089918256131,1.0,1.0
2548,8.0,1.0,0.1299999999999999,3.9999999999999996,1.0,0.0,2.0,8.0,0.0,4.0,14.0,0.13,1.0,84.0,2.0,0.0,8.0,2.0,3.05882352941176,0.0,5.0,1.0,0.0,0.713692946058091,1.0,1.0
2549,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,1.0,1.0,0.1299999999999999,2.0,1.0,0.0,2.0,1.0,1.0,13.0,17.0,0.13,0.0,85.0,2.0,0.0,5.0,1.0,2.78947368421053,1.0,3.15789473684211,1.0,0.0,0.676113360323887,1.0,3.0
2015,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,,,,,,,,,,,,,,,,,,,,,,,,,,
