,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
128,0.392307692307692,1.0,18.0,0.408163265306122,49.0,4.0,1.0,1.0,0.0,-4.440892098500626e-16,-8.881784197001252e-16,3.67,0.0,-7.105427357601002e-15,2.0,4.0,18.0,2.0,4.87755102040816,2.0,0.408163265306122,2.220446049250313e-16,0.0,0.392307692307692,1.0,3.0
181,0.03999999999999998,13.0,1.0,0.333333333333333,1.0,0.0,1.0,13.0,29.000000000000004,12.0,14.0,0.040000000000000036,0.0,75.0,3.0,6.0,22.0,2.0,3.73913043478261,0.0,3.41304347826087,2.220446049250313e-16,0.0,0.472118959107807,0.333333333333333,2.0
101,0.353146853146853,2.0,0.33333333333333304,0.0,2.0,0.0,3.0,1.0,6.0,7.0,27.0,0.08999999999999997,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0
193,0.351351351351351,1.0,28.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,67.0,0.09999999999999998,0.0,94.0,1.0,3.0,28.0,2.0,3.6865671641791,0.0,2.35820895522388,1.0,0.0,0.35135135135135104,1.0,3.0
203,-5.551115123125783e-17,2.0,12.0,1.0,0.0,0.0,1.0,1.0,2.0,12.0,50.0,0.35,0.0,93.0,1.0,5.0,14.0,2.0,2.80769230769231,0.0,1.1923076923076903,2.220446049250313e-16,0.0,0.724852071005917,1.0,1.0
204,-5.551115123125783e-17,7.999999999999999,2.0,2.0,1.0,0.0,2.0,1.0,8.0,8.0,20.0,0.11999999999999988,0.0,82.0,2.0,2.0,9.0,2.0,3.53333333333333,0.0,3.96666666666667,2.220446049250313e-16,0.0,0.636075949367089,1.0,2.0
205,,,,,,,,,,,,,,,,,,,,,,,,,,
206,0.511627906976744,1.0,33.0,0.6996699669967,0.0,4.0,1.0,1.0,0.0,-4.440892098500626e-16,10.0,3.59,0.0,-7.105427357601002e-15,1.0,1.0,6.0,1.0,4.30232558139535,0.0,0.5116279069767438,2.220446049250313e-16,0.0,0.6996699669967,1.0,1.0
215,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,
287,0.440318302387268,2.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,6.0,12.0,0.10999999999999999,0.0,84.0,2.0,1.0,27.0,2.0,3.88888888888889,0.0,8.88888888888889,1.0,0.0,0.440318302387268,1.0,2.0
286,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,-5.551115123125783e-17,18.0,0.5,0.0,2.0,1.0,2.0,1.0,0.0,3.0,8.0,0.31000000000000005,0.0,80.0,3.0,0.0,18.0,1.0,3.0,1.0,5.66666666666667,1.0,0.0,0.970873786407767,0.5,1.0
136,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,0.389830508474576,14.0,1.0,7.0,1.0,0.0,2.0,1.0,2.0,14.0,34.0,0.19999999999999996,0.0,90.0,1.0,1.0,7.0,3.0,4.30555555555556,0.0,2.75,2.220446049250313e-16,0.0,0.389830508474576,1.0,2.0
303,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,17.0,1.0,0.16000000000000014,2.0,2.0,1.0,3.0,2.0,10.0,5.0,3.0,0.16000000000000003,1.9999999999999996,89.0,1.0,0.0,1.0000000000000004,1.0,5.52631578947368,2.0,5.05263157894737,1.0,0.0,0.498614958448753,1.0,1.0
328,-5.551115123125783e-17,3.0,3.0,1.0,0.666666666666667,0.0,2.0,13.0,7.0,1.0,71.0,0.08000000000000007,0.0,97.0,3.0,11.0,13.0,3.0,6.0875,0.0,2.95,2.220446049250313e-16,0.0,0.536423841059603,0.666666666666667,3.0
