Antecedent,Antecedent Coverage %,Confidence,Lift
1.2 < CountClassCoupled <= 4,0.22263,1.0,1.14672
OWN_COMMIT <= 0.035 & -1.4 < CountDeclMethodPrivate <= 0.12,0.1515,1.0,1.14672
-0.006 < MaxNesting_Mean <= 0.156 & -0.61 < CountDeclClassVariable <= 0.16,0.20508,0.9955,1.14155
Added_lines <= -22.5,0.08453,0.99454,1.14045
CountDeclClassMethod <= -1.62,0.07344,0.99371,1.1395
-22.5 < Added_lines <= 17.5,0.42679,0.99026,1.13555
CountClassCoupled <= 1.2,0.22818,0.98583,1.13047
MaxNesting_Mean <= -0.006,0.11455,0.98387,1.12822
-0.61 < CountDeclClassVariable <= 0.16 & -0.057 < AvgLineBlank <= 0.004,0.37229,0.98139,1.12538
CountInput_Mean <= 1.45,0.20092,0.97931,1.12299
