Antecedent,Antecedent Coverage %,Confidence,Lift
-22 < Added_lines <= 15,0.3669,0.99485,1.08124
Added_lines <= -22,0.08983,0.99474,1.08112
MaxNesting_Mean <= 0.01,0.25106,0.99435,1.0807
RatioCommentToCode > 2.21,0.19905,0.9905,1.07652
0.6 < CountClassCoupled <= 3.2,0.1948,0.99029,1.07629
OWN_COMMIT <= 0.035,0.2279,0.98755,1.07332
13.8 < CountLineComment <= 30.4,0.17494,0.98649,1.07216
CountClassCoupled <= 0.6,0.21277,0.98444,1.06994
3.2 < CountClassCoupled <= 6.3,0.19007,0.98259,1.06792
0.26 < CountDeclClassMethod <= 1.07,0.16265,0.98256,1.06789
