Antecedent,Antecedent Coverage %,Confidence,Lift
3.15 < CountClassCoupled <= 6.35 & 0.984 < AvgEssential <= 1.026,0.15893,0.99705,1.09399
CountDeclMethodPrivate <= -0.7,0.08579,0.99454,1.09123
OWN_COMMIT <= 0.06,0.20769,0.99323,1.08979
CountInput_Mean <= 1.08,0.20019,0.99297,1.08951
17.6 < CountLineComment <= 33.4,0.22925,0.99182,1.08825
-19.5 < Added_lines <= 12.5,0.39616,0.99053,1.08683
CountClassCoupled <= 0.8,0.19644,0.99045,1.08675
RatioCommentToCode > 2,0.19503,0.99038,1.08667
MaxNesting_Mean <= 0.015,0.24519,0.98853,1.08463
-0.7 < CountDeclMethodPrivate <= 0.21,0.46882,0.988,1.08406
