Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= 0.025 & -0.042 < MINOR_COMMIT <= 0.029,0.23798,1.0,1.12216
1.3 < CountClassCoupled <= 3.75,0.20924,0.99775,1.11963
0.14 < CountDeclMethodPrivate <= 0.97,0.09849,0.99522,1.11679
-24 < Added_lines <= 41 & -0.98 < CountDeclClassVariable <= 0.14,0.30726,0.99387,1.11527
-0.98 < CountDeclClassVariable <= 0.14 & -1.78 < CountDeclMethodPrivate <= 0.14,0.418,0.99324,1.11457
Added_lines <= -24,0.0886,0.98936,1.11022
-0.98 < CountDeclClassVariable <= 0.14 & -0.168 < AvgLineBlank <= 0.006,0.42366,0.98776,1.10843
OWN_COMMIT <= 0.025,0.25118,0.98499,1.10531
-1.78 < CountDeclMethodPrivate <= 0.14 & -0.042 < MINOR_COMMIT <= 0.029,0.52969,0.9831,1.10319
-0.98 < CountDeclClassVariable <= 0.14 & -0.042 < MINOR_COMMIT <= 0.029,0.52498,0.98205,1.10201
