Antecedent,Antecedent Coverage %,Confidence,Lift
Added_lines <= -44,0.08161,1.0,1.12151
0.26 < CountDeclMethodPrivate <= 1.74 & -0.054 < MaxNesting_Min <= 0.0155,0.1515,0.99381,1.11457
CountLineComment <= 11.4,0.197,0.99286,1.1135
-44 < Added_lines <= 32,0.42683,0.98681,1.10673
PercentLackOfCohesion <= 2,0.23265,0.98589,1.10569
CountDeclClassMethod <= -0.39,0.09053,0.98446,1.10408
CountDeclClassVariable <= -0.3,0.08818,0.98404,1.10362
0.35 < CountClassCoupled <= 3.15,0.23218,0.98384,1.10339
CountInput_Mean <= 1.2,0.19137,0.98039,1.09952
CountDeclInstanceVariable <= -0.52,0.11163,0.97899,1.09795
