Antecedent,Antecedent Coverage %,Confidence,Lift
CountDeclMethodPrivate <= -0.295,0.0833,1.0,1.08227
0.55 < CountClassCoupled <= 3,0.20164,0.99323,1.07494
CountClassCoupled <= 0.55,0.19754,0.98848,1.0698
-53 < Added_lines <= 13,0.42786,0.9883,1.0696
OWN_COMMIT <= 0.04,0.21848,0.9875,1.06874
CountInput_Mean <= 1.04,0.20665,0.98678,1.06796
15.4 < CountLineComment <= 29.6,0.1634,0.98607,1.06719
CountClassBase <= 0.874,0.17797,0.98465,1.06566
RatioCommentToCode > 2.34,0.19618,0.98376,1.06469
0.53 < CountDeclMethodPrivate <= 1.265,0.14747,0.98148,1.06222
