Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 0.25,0.21385,0.99559,1.10604
CountDeclClass <= 0.73,0.07395,0.99363,1.10386
0.27 < CountDeclClassMethod <= 1.14,0.13519,0.98955,1.09932
CountInput_Mean <= 0.82,0.18794,0.98747,1.09702
-42 < Added_lines <= 15.5,0.41262,0.98744,1.09699
CountDeclClassMethod <= -0.36,0.1008,0.98598,1.09536
OWN_COMMIT <= 0.035,0.22845,0.98557,1.0949
2.65 < CountClassCoupled <= 5.55,0.20867,0.9842,1.09338
0.04 < CountDeclMethodPrivate <= 1.46,0.17758,0.98408,1.09326
-0.014 < MaxNesting_Mean <= 0.154,0.29157,0.98061,1.0894
