Antecedent,Antecedent Coverage %,Confidence,Lift
1.62 < MaxInheritanceTree <= 2.04 & 0.924 < CountClassBase <= 1.05,0.12281,0.99614,1.12949
CountClassCoupled <= 0.6,0.19109,0.99504,1.12824
OWN_COMMIT <= 0.04 & -0.041 < MINOR_COMMIT <= 0.036,0.20721,0.99085,1.12349
-26.5 < Added_lines <= 19,0.40825,0.98955,1.12202
0.6 < CountClassCoupled <= 3.55,0.21716,0.98908,1.12149
-0.37 < CountDeclMethodPrivate <= 0.18 & -0.715 < CountDeclClassVariable <= 0.12,0.367,0.98708,1.11922
MAJOR_LINE <= -0.09,0.10953,0.98701,1.11915
-0.715 < CountDeclClassVariable <= 0.12 & -0.208 < AvgLineBlank <= 0.016,0.36178,0.98558,1.11752
CountLineComment <= 16,0.19061,0.98507,1.11695
1.62 < MaxInheritanceTree <= 2.04 & -0.041 < MINOR_COMMIT <= 0.036,0.23329,0.98374,1.11543
