Antecedent,Antecedent Coverage %,Confidence,Lift
0.19 < CountDeclClassMethod <= 1.16,0.14415,0.9934,1.08757
0.85 < CountClassCoupled <= 3.35,0.19267,0.99012,1.08398
RatioCommentToCode > 2.215,0.19172,0.99007,1.08393
CountClassCoupled <= 0.85,0.20171,0.98821,1.08188
MINOR_LINE <= 1.11,0.22788,0.98747,1.08108
-1.2 < Added_lines <= 14.4,0.37155,0.98592,1.07937
OWN_COMMIT <= 0.03,0.23311,0.98163,1.07468
CountLineComment <= 20.8,0.18839,0.9798,1.07267
1.3 < RatioCommentToCode <= 2.215,0.20314,0.97658,1.06915
-0.215 < CountDeclMethodPrivate <= 0.07,0.59324,0.97434,1.0667
