Antecedent,Antecedent Coverage %,Confidence,Lift
13 < Added_lines <= 50.5,0.13547,1.0,1.06834
Added_lines <= -11.5,0.1063,1.0,1.06834
-0.038 < MaxNesting_Mean <= 0.1,0.30339,0.99845,1.06669
0.3 < CountClassCoupled <= 2.5,0.21731,0.99567,1.06372
-11.5 < Added_lines <= 13,0.4111,0.99428,1.06223
PercentLackOfCohesion <= 2,0.23801,0.99209,1.0599
OWN_COMMIT <= 0.005,0.28551,0.99176,1.05954
RatioCommentToCode > 2.41,0.19614,0.98801,1.05553
CountClassCoupled <= 0.3,0.1905,0.98765,1.05515
-1.46 < CountDeclClassVariable <= 0.04,0.53622,0.98684,1.05428
