test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
10,0,1.0,6.0,1.0,0.0,0.0,22.0,43.0,1.0,2.0,7.0,16.0,1.52,2.0,90.0,0.0,146.0,33.0,2.0,4.28,0.0,1.0,1.0,0.0,81.0,0.7,0.0,0.0,0.5436852629809961,0.45631473701900394
10,1,5.0,83.0,3.0,6.0,3.0,302.0,273.0,1.0,88.0,0.0,42.0,3.28,672.0,16.0,1.0,0.0,19.0,1.0,279.6,316.0,1.0,4.8,3.0,13098.0,0.73494917904613,0.0,1.0,0.6051435762152322,0.3948564237847679
1955,0,0.0,53.0,1.0,0.0,0.0,4.0,83.0,7.0,3.0,3.0,90.0,1.23,0.0,98.0,1.0,1.0,34.0,2.0,161.0,0.0,0.0,1.1,0.0,1469.0,1.0,0.0,1.0,0.610953048540541,0.38904695145945906
12,0,0.0,0.0,1.0,0.0,0.0,8.0,51.0,1.0,0.0,1.0,3.0,0.77,173.0,33.0,5.0,0.0,11.0,1.0,6.33333333333333,4.0,1.0,0.6,0.0,8.0,0.5,0.0,2.0,0.612897976342083,0.38710202365791707
16,0,8.0,0.0,1.0,0.0,0.0,2.0,144.0,1.0,27.0,9.0,30.0,28.73,1.0,13.0,2.0,0.0,12.0,2.0,5.85,0.0,1.0,1.0952380952381,0.0,272.0,0.8,0.0,1.0,0.5207397990158444,0.4792602009841555
16,1,7.0,0.0,2.0,21.0,6.0,10.0,180.0,1.0,6.0,1.0,1.0,6.02,12.0,92.0,1.0,2.0,4.0,1.0,6.78571428571429,1.0,0.0,1.6875,0.0,241.0,1.0,0.0,0.0,0.5368742706368693,0.4631257293631307
16,2,12.0,5.0,1.0,4.0,25.0,3.0,229.0,3.0,20.0,7.0,12.0,0.17,4.0,97.0,1.0,1.0,14.0,5.0,273.3,1.0,0.0,0.701754385964912,0.0,234.0,1.0,0.0,0.0,0.614952106381358,0.385047893618642
16,3,6.0,7.0,3.0,10.0,9.0,5.0,112.0,1.0,79.0,1.0,5.0,0.84,1.0,81.0,6.0,88.0,105.0,2.0,6.2,194.0,1.0,1.4,0.0,14.0,0.839160839160839,0.0,1.0,0.5072971186170228,0.49270288138297724
1956,0,1.0,0.0,1.0,2.0,4.0,365.0,94.0,1.0,2.0,0.0,7.0,1.04,0.0,65.0,1.0,0.0,35.0,2.0,2.1,0.0,1.0,0.583333333333333,0.0,227.0,0.972972972972973,0.0,1.0,0.5072233603461305,0.4927766396538696
1956,1,0.0,0.0,1.0,0.0,0.0,10.0,17.0,1.0,0.0,6.0,6.0,0.82,0.0,52.0,3.0,0.0,4.0,1.0,8.0,0.0,2.0,0.0,0.0,214.0,0.971291866028708,0.0,1.0,0.5892839372836056,0.4107160627163944
1957,0,0.0,0.0,1.0,5.0,1.0,5.0,55.0,1.0,62.0,0.0,2.0,0.74,568.0,65.0,1.0,0.0,3.0,1.0,5.0,2.0,21.0,0.666666666666667,0.0,9677.0,0.883561643835616,0.0,11.0,0.5711871351391695,0.4288128648608304
1957,1,0.0,0.0,1.0,0.0,1.0,6.0,72.0,1.0,0.0,4.0,7.0,0.8,0.0,67.0,1.0,0.0,4.0,1.0,1.57142857142857,1.0,2.0,2.7,0.0,195.0,0.962566844919786,0.0,1.0,0.7615322914361254,0.23846770856387453
