test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1
41,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,62.0,139.0,0.76,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,0.0,0.7,0.5,4.0,0.5857721058638464,0.4142278941361537
43,0,1.0,0.0,1.0,6.0,1.0,2.0,14.0,2.0,7.0,31.0,77.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,1.0,0.568445475638051,0.5,2.0,0.8394844870526716,0.16051551294732855
48,0,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,8.0,22.0,38.0,5.37,0.0,89.0,1.0,3.0,27.0,8.0,4.87272727272727,0.0,1.0,0.0,0.496396396396396,0.666666666666667,3.0,0.7266451874598677,0.2733548125401323
58,0,0.0,4.0,1.0,2.0,0.0,8.0,10.0,5.0,22.0,21.0,78.0,1.43,0.0,94.0,1.0,1.0,50.0,6.0,4.24038461538461,0.0,0.0,3.0,0.66008316008316,0.625,1.0,0.8402349096590167,0.15976509034098313
153,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,7.97,0.0,83.0,1.0,3.0,27.0,2.0,4.40740740740741,0.0,0.0,0.0,0.383474576271186,0.75,1.0,0.7404724230274567,0.25952757697254314
212,0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,0.0,30.0,65.0,0.41,0.0,96.0,2.0,0.0,25.0,1.0,2.4,1.0,1.0,0.0,0.4,1.0,1.0,0.7442216681643767,0.2557783318356233
228,0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,9.0,13.0,30.0,7.97,0.0,89.0,2.0,2.0,25.0,2.0,3.775,0.0,0.0,2.0,0.584239130434783,0.857142857142857,1.0,0.8380450331683384,0.16195496683166158
236,0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,63.0,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.08571428571429,0.0,0.0,0.0,0.351648351648352,0.5,3.0,0.5406314969441491,0.45936850305585064
243,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,10.0,36.0,0.16,1.0,87.0,2.0,1.0,43.0,9.0,3.24390243902439,0.0,0.0,0.0,0.419354838709677,0.5,0.0,0.7891027195585756,0.21089728044142464
259,0,5.0,0.0,1.0,3.0,128.0,1.0,2.0,4.0,13.0,38.0,76.0,0.15,0.0,95.0,1.0,1.0,71.0,4.0,3.12765957446809,0.0,1.0,0.0,0.7,0.5,1.0,0.8402674134898632,0.15973258651013691
262,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,16.0,39.0,0.21,0.0,92.0,1.0,2.0,18.0,3.0,4.83720930232558,1.0,1.0,0.0,1.0,0.5,1.0,0.8707250553250531,0.12927494467494693
523,0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,29.0,37.0,39.0,0.14,0.0,93.0,1.0,2.0,42.0,2.0,4.25714285714286,0.0,0.0,3.0,0.9,0.666666666666667,1.0,0.8399621809392276,0.16003781906077236
739,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,11.0,37.0,0.13,0.0,85.0,2.0,0.0,24.0,8.0,2.83720930232558,1.0,1.0,2.0,0.460820895522388,1.0,1.0,0.8326168779027595,0.16738312209724066
746,0,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,44.0,78.0,0.15,0.0,96.0,1.0,0.0,41.0,4.0,2.95744680851064,0.0,1.0,2.0,0.3,0.666666666666667,2.0,0.8100079979896698,0.1899920020103303
776,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,84.0,0.89,0.0,97.0,1.0,0.0,0.0,9.0,2.51190476190476,1.0,1.0,0.0,0.816037735849057,1.0,0.0,0.7582447896753967,0.24175521032460345
779,0,4.0,1.0,1.0,1.0,0.0,1.0,13.0,6.0,3.0,18.0,42.0,0.19,0.0,91.0,1.0,0.0,31.0,5.0,3.4,0.0,0.0,0.0,0.6,1.0,2.0,0.832230456137552,0.1677695438624482
