Antecedent,Antecedent Coverage %,Confidence,Lift
-2.65 < Del_lines <= 1.6,0.43296,1.0,1.02563
-0.21 < CountDeclMethodProtected <= 0.095,0.41903,1.0,1.02563
21.6 < CountLineComment <= 34.2,0.28832,1.0,1.02563
-0.2 < CountDeclInstanceVariable <= 0.265,0.35416,0.99864,1.02424
-0.005 < MAJOR_LINE <= 0.32,0.31523,0.99848,1.02406
0.755 < CountDeclClass <= 1.125,0.44882,0.99786,1.02343
-1.63 < CountClassDerived <= 0.04,0.55887,0.99742,1.02298
0.4895 < OWN_COMMIT <= 0.5125,0.32965,0.99708,1.02264
-0.028 < CountDeclMethodPrivate <= 0.14,0.75925,0.98924,1.01459
-0.015 < CountDeclMethodDefault <= 0.215,0.75829,0.98796,1.01328
