Antecedent,Antecedent Coverage %,Confidence,Lift
-3.5 < Del_lines <= 2.3,0.44535,1.0,1.04561
0.46 < CountClassCoupled <= 1.66,0.21381,1.0,1.04561
27.8 < CountLineComment <= 40,0.21189,1.0,1.04561
0.49 < CountInput_Mean <= 1.39,0.21045,1.0,1.04561
CountClassCoupled <= 0.46,0.18265,1.0,1.04561
2.3 < Del_lines <= 11.2,0.1419,1.0,1.04561
CountLineComment <= 27.8,0.22196,0.99784,1.04336
1.66 < CountClassCoupled <= 3.64,0.21524,0.99777,1.04329
CountInput_Mean <= 0.49,0.20182,0.99762,1.04313
CountClassBase <= 0.794,0.18265,0.99738,1.04287
