Antecedent,Antecedent Coverage %,Confidence,Lift
-2.7 < Del_lines <= 1.55,0.42569,1.0,1.06971
26.2 < CountLineComment <= 42.2,0.2391,1.0,1.06971
CountClassCoupled <= 0.68,0.20066,0.99766,1.06721
CountLineComment <= 26.2,0.18097,0.99741,1.06694
0.4865 < OWN_COMMIT <= 0.5145,0.26535,0.9947,1.06404
2.06 < CountClassCoupled <= 3.98,0.18894,0.99256,1.06175
0.68 < CountClassCoupled <= 2.06,0.21238,0.99117,1.06026
CountInput_Mean <= 0.35,0.14627,0.99038,1.05942
-0.08 < CountDeclInstanceVariable <= 0.48,0.3188,0.98971,1.0587
AvgLineComment <= 1.84,0.19081,0.98771,1.05657
