Antecedent,Antecedent Coverage %,Confidence,Lift
0.66 < CountClassCoupled <= 2.1,0.21245,1.0,1.05253
CountClassCoupled <= 0.66,0.2039,0.99767,1.05007
2.1 < CountClassCoupled <= 4,0.20105,0.99764,1.05004
0.4905 < OWN_COMMIT <= 0.5155,0.32034,0.99703,1.0494
CountInput_Mean <= 0.42,0.20817,0.99543,1.04772
CountOutput_Min > 2.105,0.18726,0.99492,1.04718
0.42 < CountInput_Mean <= 1.17,0.20295,0.99297,1.04513
36.8 < CountLineComment <= 52.6,0.18108,0.99213,1.04424
-10 < Del_lines <= 1.4,0.4116,0.99192,1.04402
MINOR_LINE <= 2.115,0.20627,0.99078,1.04283
